,Tour,Type,Duration,Price,Price Per,Cancellation,Tour By,City,Country,Image,Link to agency
2436,Half Day Tour To Old Cairo Visit Ben Ezra Synagogue,Bus Tours,4.0,40.0,per adult,Free cancellation,By Emo Tours Egypt,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6b/7d/05/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d2430233-Reviews-Emo_Tours_Egypt-Cairo_Cairo_Governorate.html
2437,Nile Dinner Cruise with Live Show including Transfers,Luxury Car Tours,4.5,43.0,per adult,Free cancellation,By Life Egypt Tours - Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/87/d3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d9748109-Reviews-Life_Egypt_Tours_Day_Tours-Cairo_Cairo_Governorate.html
2438,"Half day giza pyramids, sphinx and camel ride",Bus Tours,4.5,25.0,per adult,Free cancellation,By Egypt Tours Planner,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f2/89/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d11801294-Reviews-Egypt_Tours_Planner-Giza_Giza_Governorate.html
2440,Night Dinner Nile cruise with belly dancer and folklore show,Bus Tours,2.0,39.0,per adult,Free cancellation,By Book Egypt by Locals Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/7c/0c/d1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d15694925-Reviews-Book_Egypt_by_Locals_Tours-Cairo_Cairo_Governorate.html
2441,4-hours Sakkara step pyramids and Memphis old city,Bus Tours,4.0,24.0,per adult,Free cancellation,By Excursion Cairo Day Tour,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f5/20/65/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d10085933-Reviews-Excursion_Cairo_Day_Tour-Cairo_Cairo_Governorate.html
2442,Half-Day Private Tour to The Egyptian Museum,Bus Tours,3.5,29.0,per adult,Free cancellation,By Life Egypt Tours - Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/86/bc/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d9748109-Reviews-Life_Egypt_Tours_Day_Tours-Cairo_Cairo_Governorate.html
2445,Private Tour:12 Days 11 Nights Pyramids/Nile Cruise & Hurghada by Air from Cairo,Bus Tours,1728.0,1225.0,per adult,Free cancellation,By Reflections Travel,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/61/8d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d15527927-Reviews-Reflections_Travel-Cairo_Cairo_Governorate.html
2446,"4 -hours Giza Pyramids Tours , Sphinx , lunch and Camel Riding",Bus Tours,4.0,19.5,per adult,Free cancellation,By Excursion Cairo Day Tour,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0d/18/47/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d10085933-Reviews-Excursion_Cairo_Day_Tour-Cairo_Cairo_Governorate.html
2449,"Giza pyramids ,Sphinx ,Egyptian Museum ,Camel Ride include entry fees",Bus Tours,6.0,74.0,per adult,Free cancellation,By Hesham Egypt Tour Guide,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fb/f1/ed/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d7797819-Reviews-Hesham_Egypt_Tour_Guide-Cairo_Cairo_Governorate.html
2450,"Private Day Tour to Coptic Cairo, Islamic Cairo and Bazaar",Bus Tours,4.5,35.0,per adult,Free cancellation,By Life Egypt Tours - Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/86/c9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d9748109-Reviews-Life_Egypt_Tours_Day_Tours-Cairo_Cairo_Governorate.html
2451,Nile Cruise 5 days Tour package,Ports of Call Tours,1728.0,727.31,per adult,Free cancellation,By Marsa Alam Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/8e/92/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g311425-d12186278-Reviews-Marsa_Alam_Tours-Marsa_Alam_Red_Sea_and_Sinai.html
2452,Private Quad Bike Tour in Giza Pyramids,Adventure Tours,4.5,40.0,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/a6/5e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15690801-Reviews-Visitors_Egypt_Tours-Giza_Giza_Governorate.html
2454,Nile Pharaoh Dinner Cruise Cairo,Bus Tours,4.0,80.0,per adult,Free cancellation,By Sun Pyramids Tours - Cairo,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6c/c2/7e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d23651227-Reviews-Sun_Pyramids_Tours_Cairo-Cairo_Cairo_Governorate.html
2457,Day Tour at Alexandria From Cairo,Bus Tours,6.0,90.0,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/d6/a8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15690801-Reviews-Visitors_Egypt_Tours-Giza_Giza_Governorate.html
2458,Egyptian Museum guided private half day tour,Bus Tours,5.0,33.43,per adult,Free cancellation,By Egypt Tours Experience,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/5a/87/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d17753020-Reviews-Egypt_Tours_Experience-Giza_Giza_Governorate.html
2459,Private Cairo shopping tour to real papyrus museum Lotus oil factory jewelries,Painting Classes,5.0,10.0,per adult,Free cancellation,By Egypt Sightseeing Tours Day Trips,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/c8/47/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d17391147-Reviews-Egypt_Sightseeing_Tours_Day_Trips-Giza_Giza_Governorate.html
2460,Private guided tour to The National museum of Egyptian Civilization & old Cairo,Bus Tours,5.0,45.12,per adult,Free cancellation,By EXPLORE EGYPT TOURS,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/eb/78/01/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15220391-Reviews-EXPLORE_EGYPT_TOURS-Giza_Giza_Governorate.html
2461,Visit the Egyption museum & Citadle & Khan El Khalily Bazar & Lunch,Bus Tours,6.0,60.0,per adult,Free cancellation,By Koki Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/22/22/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d2303550-Reviews-Koki_Day_Tours-Cairo_Cairo_Governorate.html
2463,"Sakkara, Memphis & Dahshur",Bus Tours,8.5,74.29,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/90/ae/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17760742-Reviews-Visitors_Egypt_Tours-Cairo_Cairo_Governorate.html
2465,"Day Tour to Giza Pyramids, The National Museum Of Egyptian Civilization & Bazzar",Car Tours,6.0,10.0,per adult,Free cancellation,By Cairo Private Tours and Excursions,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/78/11/ad/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g13074027-d23301405-Reviews-Cairo_Private_Tours_and_Excursions-New_Cairo_City_Cairo_Governorate.html
2466,Al Tannoura Egyptian Heritage Dance Troupe Cairo,Bus Tours,3.0,60.0,per adult,Free cancellation,By Sun Pyramids Tours - Cairo,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e4/2f/db/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d23651227-Reviews-Sun_Pyramids_Tours_Cairo-Cairo_Cairo_Governorate.html
2467,"Giza Pyramids , Sphinx ,Camel ride & Lunch Private Day Tour",Bus Tours,4.0,23.0,per adult,Free cancellation,By Hesham Egypt Tour Guide,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/05/f3/87/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d7797819-Reviews-Hesham_Egypt_Tour_Guide-Cairo_Cairo_Governorate.html
2468,Discover Cairo by night,Bus Tours,4.5,27.43,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/2d/bf/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15690801-Reviews-Visitors_Egypt_Tours-Giza_Giza_Governorate.html
2469,Royal mummies New civilization museum Tour,Bus Tours,6.5,19.0,per adult,Free cancellation,By Ramses Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f5/75/9f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d16962913-Reviews-Ramses_Tours-Cairo_Cairo_Governorate.html
2471,Cairo Shopping Tours and Buy Cheap Egyptian Souvenirs with Hassle free,Bus Tours,5.0,35.0,per adult,Free cancellation,By Emo Tours Egypt,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/33/17/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g14182912-d19907959-Reviews-Emo_Tours_Egypt-Kafrat_Nassar_Giza_Governorate.html
2472,Cairo dinner Cruise with Belly dancer show,Bus Tours,3.0,40.0,per adult,Free cancellation,By Egypt Holiday Packages,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7f/c6/28/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d23180280-Reviews-Egypt_Holiday_Packages-Cairo_Cairo_Governorate.html
2473,Private City Tour Hurghada 4 HRS with Egyptian Food Dinner _Rated as Top Program,Bus Tours,4.0,45.25,per adult,Free cancellation,By Egypt Tours Online,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a4/86/d5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g297549-d16848936-Reviews-Egypt_Tours_Online-Hurghada_Red_Sea_and_Sinai.html
2474,Al Tannoura Egyptian Dance Heritage Show at Wekalet El Ghouri,Bus Tours,3.0,35.0,per adult,Free cancellation,By Emo Tours Egypt,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/bd/0f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d2430233-Reviews-Emo_Tours_Egypt-Cairo_Cairo_Governorate.html
2475,Private tour Giza pyramids Egyptian Museum khan el Kahlili Bazaar with lunch,Bus Tours,6.0,48.0,per adult,Free cancellation,By Hesham Egypt Tour Guide,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/a0/b8/f3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d7797819-Reviews-Hesham_Egypt_Tour_Guide-Cairo_Cairo_Governorate.html
2476,Day tour Giza Pyramids & Dahshur & Memphis & Saqqara from Cairo,Bus Tours,6.0,39.43,per adult,Free cancellation,By Fay Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7e/56/08/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15263559-Reviews-Fay_Tours-Giza_Giza_Governorate.html
2477,"Package 3 Days 2 Nights Aswan & Luxor , Abu Simbel and Tours From Cairo by Plane",Adventure Tours,1728.0,580.0,per adult,Free cancellation,By Egypt Travel Line,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/3f/2a/c8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17497742-Reviews-Egypt_Travel_Line-Cairo_Cairo_Governorate.html
2478,Full-Day Tour Alexandria from Cairo,Car Tours,6.0,44.0,per adult,Free cancellation,By Upper Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/27/37/81/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d12583070-Reviews-Upper_Egypt_Tours-Giza_Giza_Governorate.html
2479,Private Half-Day Tour of Giza Pyramids and Sphinx with Qualifed tourguide,Bus Tours,5.0,25.0,per adult,Free cancellation,By My Cairo Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b2/f5/2c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d21238234-Reviews-My_Cairo_Tours-Cairo_Cairo_Governorate.html
2480,Private tour Giza pyramids and Sphinx,Bus Tours,4.0,9.05,per adult,Free cancellation,By Travel Band Adventures,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e9/76/1f/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d8403239-Reviews-Travel_Band_Adventures-Cairo_Cairo_Governorate.html
2481,Half Day Tour Memphis Old City and Sakkara Step Pyramid with Imhotep museum,Bus Tours,4.0,21.0,per adult,Free cancellation,By Excursion Giza - Day tour,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b1/20/8a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d8594692-Reviews-Excursion_Giza_Day_tour-Giza_Giza_Governorate.html
2483,Private Trip To Luxor from Cairo by Plane,Bus Tours,12.5,305.0,per adult,Free cancellation,By Noor Egypt Tour,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/23/fa/51/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d19444124-Reviews-Noor_Egypt_Tour-Giza_Giza_Governorate.html
2484,"Pyramids of Giza ,Sphinx, Saqqara and Memphis trip",Bus Tours,8.5,36.58,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/b8/f5/0b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d15690801-Reviews-Visitors_Egypt_Tours-Giza_Giza_Governorate.html
2485,Cairo Half Day Trip to El Mokattam Mountain Cave Church,Bus Tours,4.0,35.0,per adult,Free cancellation,By Egypt Holiday Packages,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ca/78/68/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d23180280-Reviews-Egypt_Holiday_Packages-Cairo_Cairo_Governorate.html
2489,Amazing 4-Nights with Cruise Luxor & Aswan from Cairo by Flight,Multi-day Tours,1728.0,695.0,per adult,Free cancellation,By Egypt Travel Line,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/bd/ec/c5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17497742-Reviews-Egypt_Travel_Line-Cairo_Cairo_Governorate.html
2491,Quad bike ride in the pyramids of Giza,Adventure Tours,3.0,32.0,per adult,Free cancellation,By The Temple Egypt Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/7f/c0/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d18031995-Reviews-The_Temple_Egypt_Day_Tours-Giza_Giza_Governorate.html
2492,Enjoy 9 Days- Cairo Pyramids and Nile Cruise from Luxor to Aswan and Abu Simbel,Multi-day Tours,1728.0,722.0,per adult,Free cancellation,By Book Your Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/91/43/d8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d18195575-Reviews-Book_Your_Tours-Giza_Giza_Governorate.html
2493,Egyptian Museum Half Day Private Guided Tour,Bus Tours,3.5,35.72,per adult,Free cancellation,By Egypt Top Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/e6/4d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d15224528-Reviews-Egypt_Top_Tours-Cairo_Cairo_Governorate.html
2494,Safari Hurghada,Adventure Tours,3.0,39.6,per adult,Free cancellation,By Hurghada Ausflug,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b0/47/06/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g297548-d15127123-Reviews-Hurghada_Ausflug-El_Gouna_Hurghada_Red_Sea_and_Sinai.html
2495,Sound and light show at Giza Pyramids With Dinner on Pyramids View Restaurant Roof,Light & Sound Shows,4.5,40.0,per adult,Free cancellation,By Giza Pyramids Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/21/e6/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d23235793-Reviews-Giza_Pyramids_Tours-Giza_Giza_Governorate.html
2496,Private Transfer: Cairo Airport Arrival in Private Van,Bus Tours,1.5,15.0,per adult,Free cancellation,By Guide Of Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/d7/90/53/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d20949523-Reviews-Guide_Of_Egypt_Tours-Giza_Giza_Governorate.html
2497,Private Guided Tour around Islamic Cairo Mosques Gates & Bazaar,Bus Tours,5.0,20.0,per adult,Free cancellation,By Egypt Holiday Packages,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ca/77/ef/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d23180280-Reviews-Egypt_Holiday_Packages-Cairo_Cairo_Governorate.html
2499,"Best of Luxor in 2 Days Hotel,Tours,Felucca,Camel&Balloon by Plane from Cairo",Adventure Tours,1152.0,546.0,per adult,Free cancellation,By Here Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c1/b4/c9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d16811093-Reviews-Here_Egypt_Tours-Giza_Giza_Governorate.html
2500,"Tour to Egyptian Museum, Cairo Citadel, Coptic Cairo And Dinner Nile Cruise",Car Tours,6.0,162.5,per adult,Free cancellation,By Sun Pyramids Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/32/d9/3e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d14040279-Reviews-Sun_Pyramids_Tours-Giza_Giza_Governorate.html
2501,"Egypt Tour 6 Nights Cairo, Aswan,Nile Cruise,Luxor,Balloon, By Flight From Cairo",Air Tours,1728.0,690.0,per adult,Free cancellation,By Egypt Travel Line,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/39/45/de/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17497742-Reviews-Egypt_Travel_Line-Cairo_Cairo_Governorate.html
2504,Private Tour Visit Egyptian Museum Old Cairo & Khan Khalili Bazaar,Bus Tours,6.0,20.0,per adult,Free cancellation,By Cairo Dinner Cruise,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/48/99/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d5775061-Reviews-Cairo_Dinner_Cruise-Cairo_Cairo_Governorate.html
2505,"Full-Day Trip to Giza Pyramids, Sphinx and Egyptian Museum",Bus Tours,7.5,35.72,per adult,Free cancellation,By Grand Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/03/97/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d15181562-Reviews-Grand_Egypt_Tours-Cairo_Cairo_Governorate.html
2506,Private Egyptian Museum and Khan el Khalili Bazar Tour,Bus Tours,4.0,49.78,per adult,Free cancellation,By Travel Band Adventures,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/34/bc/53/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d8403239-Reviews-Travel_Band_Adventures-Cairo_Cairo_Governorate.html
2507,"8-Hours Tour to Giza Pyramids, Sphinx, Old Cairo, Citadel and Bazaar",Bus Tours,7.5,36.0,per adult,Free cancellation,By Life Egypt Tours - Day Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/86/b3/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d9748109-Reviews-Life_Egypt_Tours_Day_Tours-Cairo_Cairo_Governorate.html
2508,"Private Full-Day Tour at The Pyramids, Sakkara and Dahshur",Bus Tours,7.5,33.47,per adult,Free cancellation,By Visitors Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/22/a9/16/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17760742-Reviews-Visitors_Egypt_Tours-Cairo_Cairo_Governorate.html
2510,Day Trip to Egyptian Museum Old Cairo & Bazaar,Bus Tours,6.0,55.0,per adult,Free cancellation,By Emo Tours Egypt,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/f1/35/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d19605120-Reviews-Emo_Tours_Egypt-Cairo_Cairo_Governorate.html
2511,"4 days Nile cruise luxor,Aswan,Hot air balloon&Abu simbel with Train from Cairo",Sailing,1728.0,420.0,per adult,Free cancellation,By Best Of Egypt Tours,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/dc/38/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294202-d16845008-Reviews-Best_Of_Egypt_Tours-Giza_Giza_Governorate.html
2512,Private Half Day Tour to Giza Pyramids with Camel Ride and Lunch,Walking Tours,4.0,12.0,per adult,Free cancellation,By Lands of Egypt,Cairo,Egypt,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b0/5a/60/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g294201-d17777573-Reviews-Lands_of_Egypt-Cairo_Cairo_Governorate.html
