WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7
8,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Han Tang Tour Beijing,https://www.tripadvisor.com/AttractionProductReview-g294212-d12152732-Beijing_Classic_Full_Day_Tour_including_the_Forbidden_City_Tiananmen_Square_Summer.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12152732-Beijing_Classic_Full_Day_Tour_including_the_Forbidden_City_Tiananmen_Square_Summer.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9d/a5/b1/caption.jpg?w=500&h=400&s=1,"Beijing Classic Full-Day Tour including the Forbidden City, Tiananmen Square, Summer Palace and Temple of Heaven",165.,https://www.tripadvisor.com/Attraction_Review-g294212-d19948410-Reviews-Han_Tang_Tour_Beijing-Beijing.html,Bus Tours,6+ hours,"See all the classic Beijing sights on a full-day sightseeing tour covering Tiananmen Square, the Forbidden City, the Summer…",Free cancellation,,,from,$83.00,per adult,More info
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Tai Chi or Kung Fu Experience Class,https://www.tripadvisor.com/AttractionProductReview-g294212-d11473301-Temple_of_Heaven_and_Tai_Chi_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11473301-Temple_of_Heaven_and_Tai_Chi_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d2/5c/bd/caption.jpg?w=500&h=400&s=1,Temple of Heaven and Tai Chi Tour,166.,https://www.tripadvisor.com/Attraction_Review-g294212-d6614706-Reviews-Beijing_Tai_Chi_or_Kung_Fu_Experience_Class-Beijing.html,Public Transportation Tours,2–3 hours,This 2.5-hour tour includes a 1-hour Tai Chi class and the tour of the Temple of Heaven. The temple is located in the southeast…,Free cancellation,,,from,$78.00,per adult,More info
107,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mubus Transportation & Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d18753983-Afternoon_Mubus_to_the_Mutianyu_Great_Wall_10_00am_Departure-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d18753983-Afternoon_Mubus_to_the_Mutianyu_Great_Wall_10_00am_Departure-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bf/1b/f4/caption.jpg?w=500&h=400&s=1,Afternoon Mubus to the Mutianyu Great Wall (10:00am Departure),167.,https://www.tripadvisor.com/Attraction_Review-g294212-d14182805-Reviews-Mubus_Transportation_Tours-Beijing.html,Full-day Tours,6+ hours,"The benefits of traveling with Mubus include:

-A direct bus transportation service to the Mutianyu Great Wall.

-You will…",Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$16.00,per adult,More info
29,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By The Trippest Mini Group Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11476433-Afternoon_Departure_Mutianyu_Great_Wall_Private_Tour_From_Beijing-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11476433-Afternoon_Departure_Mutianyu_Great_Wall_Private_Tour_From_Beijing-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/88/03/5d/caption.jpg?w=500&h=400&s=1,Afternoon Departure: Mutianyu Great Wall Private Tour From Beijing,168.,https://www.tripadvisor.com/Attraction_Review-g294212-d4006739-Reviews-The_Trippest_Mini_Group_Tours-Beijing.html,Walking Tours,6 hours,"For the first-time visitor to Beijing, who wants to see most highlights of the Great Wall in a time-saving manner, without…",Free cancellation,,,from,$150.00,per adult,More info
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Unique Beijing Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d11474564-Private_Tour_Tiananmen_Area_Night_Walk_with_Lao_She_Teahouse_Show-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11474564-Private_Tour_Tiananmen_Area_Night_Walk_with_Lao_She_Teahouse_Show-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/c9/f3/caption.jpg?w=500&h=400&s=1,Private Tour: Tiananmen Area Night Walk with Lao She Teahouse Show,169.,https://www.tripadvisor.com/Attraction_Review-g294212-d8051374-Reviews-Unique_Beijing_Tours-Beijing.html,Theaters,4 hours,Explore the heart of Beijing by night and catch a show at a traditional Chinese teahouse on this 3.5-hour walking tour with…,Free cancellation,,,from,$118.00,per adult,More info
11,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Unique Beijing Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d13004098-Beijing_Private_Tour_2_Hour_Tiananmen_Square_and_Forbidden_City_Quick_Explorer-Bei.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d13004098-Beijing_Private_Tour_2_Hour_Tiananmen_Square_and_Forbidden_City_Quick_Explorer-Bei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/ef/a6/caption.jpg?w=500&h=400&s=1,Beijing Private Tour: 2-Hour Tiananmen Square and Forbidden City Quick Explorer,170.,https://www.tripadvisor.com/Attraction_Review-g294212-d8051374-Reviews-Unique_Beijing_Tours-Beijing.html,City Tours,2–3 hours,"With limited time in Beijing, avoid the crowds and take a 2-hour walking tour through the Tian'anmen Square and Forbidden…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$68.00,per adult,More info
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mark’s Guide & Driver Service,https://www.tripadvisor.com/AttractionProductReview-g294212-d13447014-Driver_Guide_Mutianyu_Wall_and_Summer_Palace_Private_Day_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d13447014-Driver_Guide_Mutianyu_Wall_and_Summer_Palace_Private_Day_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/73/24/a2/caption.jpg?w=500&h=400&s=1,Driver Guide: Mutianyu Wall and Summer Palace Private Day Tour,171.,https://www.tripadvisor.com/Attraction_Review-g294212-d2518896-Reviews-Mark_s_Guide_Driver_Service-Beijing.html,Bus Tours,6+ hours,"Far above Beijing rises the Mutianyu Great Wall. Not far from that stands the Summer Palace, a Chinese imperial garden by…",Free cancellation,,,from,$105.00,per adult,More info
41,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel China Guide,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455691-Mini_Group_Great_Wall_Hiking_Day_Tour_from_Simatai_West_to_Jinshanling-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d11455691-Mini_Group_Great_Wall_Hiking_Day_Tour_from_Simatai_West_to_Jinshanling-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/08/4f/64/caption.jpg?w=500&h=400&s=1,Mini Group Great Wall Hiking Day Tour from Simatai West to Jinshanling,172.,https://www.tripadvisor.com/Attraction_Review-g294212-d6614712-Reviews-Travel_China_Guide-Beijing.html,Adventure Tours,6+ hours,Enjoy a once in a lifetime experience by taking a full-day hiking tour along the wild section of the Great Wall. Starts …,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$219.00,per adult,More info
36,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sunflower Tours China,https://www.tripadvisor.com/AttractionProductReview-g294212-d13703142-Half_Day_Private_Beijing_Hutong_Walking_Tour_with_Dim_Sum-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d13703142-Half_Day_Private_Beijing_Hutong_Walking_Tour_with_Dim_Sum-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/18/1d/caption.jpg?w=500&h=400&s=1,Half-Day Private Beijing Hutong Walking Tour with Dim Sum,173.,https://www.tripadvisor.com/Attraction_Review-g294212-d3164061-Reviews-Sunflower_Tours_China-Beijing.html,Bus Tours,4 hours,Beijing’s hutong feel much more atmospheric with a private guide on hand to tell their stories and answer all your questions…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$108.00,per adult,More info
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tour-Beijing-Day Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d16823171-Private_City_Tour_Forbidden_City_Tian_anmen_Square_Temple_of_Heaven_Hutong-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d16823171-Private_City_Tour_Forbidden_City_Tian_anmen_Square_Temple_of_Heaven_Hutong-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/05/f2/49/caption.jpg?w=500&h=400&s=1,"Private City Tour: Forbidden City, Tian'anmen Square, Temple of Heaven, Hutong",174.,https://www.tripadvisor.com/Attraction_Review-g294212-d2167725-Reviews-Tour_Beijing_Day_Tour-Beijing.html,Full-day Tours,6+ hours,"All attractions are must-see in downtown Beijing.

This private tour is very flexible and comfortable. Hotel pick up & drop…",Free cancellation,,,from,$188.00,per adult,More info
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Trip Ways,https://www.tripadvisor.com/AttractionProductReview-g294212-d15664931-Golden_Mask_Dynasty_Show_Wangfujing_Street_half_day_tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d15664931-Golden_Mask_Dynasty_Show_Wangfujing_Street_half_day_tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/4a/4c/caption.jpg?w=500&h=400&s=1,Golden Mask Dynasty Show & Wangfujing Street half day tour,175.,https://www.tripadvisor.com/Attraction_Review-g52024-d15657579-Reviews-Trip_Ways-Portland_Oregon.html,Opera,4–6 hours,"This is the best choice for a half day in Beijing. We offer the most affordable tickets to the Golden Mask Dynasty show, …",Free cancellation,,,from,$48.00,per adult,More info
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Airport Layover Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d13996760-4_hours_Beijing_Layover_Tour_to_Forbidden_City_Tiananmen_Square-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d13996760-4_hours_Beijing_Layover_Tour_to_Forbidden_City_Tiananmen_Square-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7e/a4/b1/caption.jpg?w=500&h=400&s=1,4 hours Beijing Layover Tour to Forbidden City & Tiananmen Square,176.,https://www.tripadvisor.com/Attraction_Review-g294212-d3922875-Reviews-Airport_Layover_Tour-Beijing.html,Bus Tours,4 hours,You will visit the most beautiful royal palace group in the world. Tour guide will provide some history background that …,Free cancellation,,,from,$120.00,per adult,More info
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g294212-d12651468-Private_Day_Trip_to_Datong_from_Beijing_with_English_Speaking_Driver-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12651468-Private_Day_Trip_to_Datong_from_Beijing_with_English_Speaking_Driver-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/d2/30/caption.jpg?w=500&h=400&s=1,Private Day Trip to Datong from Beijing with English Speaking Driver,177.,https://www.tripadvisor.com/Attraction_Review-g294212-d3138665-Reviews-Beijing_Tour_Guide-Beijing.html,Bus Tours,11–12 hours,If you have one day extra in Beijing. Don't miss the opportunity to discover the nearby city Datong.  You will visit the…,Free cancellation,,,from,$348.00,per adult,More info
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Linda Beijing Tour Car Service,https://www.tripadvisor.com/AttractionProductReview-g294212-d15615861-Private_Trip_to_Mutianyu_Great_Wall_Summer_Palace_with_English_Speaking_Driver-Bei.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d15615861-Private_Trip_to_Mutianyu_Great_Wall_Summer_Palace_with_English_Speaking_Driver-Bei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/7c/53/caption.jpg?w=500&h=400&s=1,Private Trip to Mutianyu Great Wall&Summer Palace with English Speaking Driver,178.,https://www.tripadvisor.com/Attraction_Review-g294212-d8616785-Reviews-Linda_Beijing_Tour_Car_Service-Beijing.html,Full-day Tours,8–9 hours,"Visit Mutianyu Great Wall and Summer Palace with Private car, English speaking driver, Included Great Wall and Summer Palace…",Free cancellation,,,from,$114.00,per adult,More info
44,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Beijing Layover Tour,https://www.tripadvisor.com/AttractionProductReview-g294212-d14163218-Beijing_Layover_Small_Group_Tour_to_Great_Wall_7AM_11AM-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d14163218-Beijing_Layover_Small_Group_Tour_to_Great_Wall_7AM_11AM-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e7/76/caption.jpg?w=500&h=400&s=1,Beijing Layover Small Group Tour to Great Wall (7AM-11AM),179.,https://www.tripadvisor.com/Attraction_Review-g294212-d10264740-Reviews-Beijing_Layover_Tour-Beijing.html,Bus Tours,4 hours,"If you have 8 or more hours layover in Beijing and if you have limited budget, This small group tour to visit the Great …",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$112.00,per adult,More info
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Unique Beijing Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d12724571-Private_Half_Day_Beijing_Tour_Forbidden_City_and_Houhai_Lake_Bike_Tour-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d12724571-Private_Half_Day_Beijing_Tour_Forbidden_City_and_Houhai_Lake_Bike_Tour-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/e7/70/caption.jpg?w=500&h=400&s=1,Private Half-Day Beijing Tour: Forbidden City and Houhai Lake Bike Tour,180.,https://www.tripadvisor.com/Attraction_Review-g294212-d8051374-Reviews-Unique_Beijing_Tours-Beijing.html,City Tours,5–6 hours,"Experience Beijing like a local, hop on public transportation or ride a bike to traverse the capital with your knowledgeable…",Free cancellation,,,from,$118.00,per adult,More info
7,,,,,,,,,1,6,,8,,,,,,
"3,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=clRhXy9BdHRyYWN0aW9ucy1nMjk0MjEyLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUJlaWppbmcuaHRtbF9ieGc%3D,,,,,,,,,,,,,,,
8,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mr Orange Transfers & Tours,https://www.tripadvisor.com/AttractionProductReview-g294212-d16654764-Beijing_Capital_Airport_to_Beijing_Hotels_Private_with_Meet_Great_Service-Beijing.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294212-d16654764-Beijing_Capital_Airport_to_Beijing_Hotels_Private_with_Meet_Great_Service-Beijing.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/30/b5/55/caption.jpg?w=500&h=400&s=1,Beijing Capital Airport to Beijing Hotels:Private with Meet & Great Service,181.,https://www.tripadvisor.com/Attraction_Review-g294212-d12110584-Reviews-Mr_Orange_Transfers_Tours-Beijing.html,,1 hour,"One-way private departure transfer from Beijing Capital Airport to Beijing hotels 

Avoid the hassle of locating a taxi …",Free cancellation,,,from,$32.00,per adult,More info
