WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,dXxty,ccVGl,WlYyy 4,ccVGl 2,WlYyy 5,WlYyy 6,WlYyy 7,cctrW 2
,,By MAKE TRIP WITH RIYAS,,https://www.tripadvisor.com/AttractionProductReview-g294265-d20231564-Singapore_To_Kuala_Lumpur-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/06/40/2d/caption.jpg?w=500&h=400&s=1,Singapore To Kuala Lumpur,257.,https://www.tripadvisor.com/Attraction_Review-g1813816-d19273564-Reviews-MAKE_TRIP_WITH_RIYAS-Kajang_Hulu_Langat_District_Selangor.html,,4–5 hours,Pick-Up From Singapore City Hotels By An Air-Conditioned Vehicle With English Speaking Professional Driver And Drop-Off …,,from,$125.00,per adult,More info,,,
,,By I Asia Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17524927-Private_Car_Singapore_City_Hotel_to_Woodlands_Train_Station_or_Return-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/ed/7e/caption.jpg?w=500&h=400&s=1,Private Car: Singapore City Hotel to Woodlands Train Station or Return,258.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,,45 minutes,"Our driver will be ready to pick you up or drop you off to and from Woodlands Train station. Upon meeting your driver, please…",Taking safety measures,from,$84.23,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Servantrip SGP Airport Transfers,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17645151-Private_Arrival_from_Changi_Airport_SIN_to_Singapore_City_Center-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/6c/96/caption.jpg?w=500&h=400&s=1,Private Arrival from Changi Airport (SIN) to Singapore City Center,259.,https://www.tripadvisor.com/Attraction_Review-g294265-d19512666-Reviews-Servantrip_SGP_Airport_Transfers-Singapore.html,,20–60 minutes,"By booking with us, you will get:

• Cars up to 6 passengers

• 1 standard luggage per passenger - 158 cm, 62 inches (height…",,from,$25.24,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By I Asia Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17429086-Private_Car_Singapore_Airport_Transfer_to_Ferry_Terminal-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/83/ed/97/caption.jpg?w=500&h=400&s=1,Private Car: Singapore Airport Transfer to Ferry Terminal,260.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,,15 minutes,Our driver will be ready at the arrivals hall ready to take you to the ferry or return. Your driver will be waiting in the…,Taking safety measures,from,$84.23,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By JDMIS,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19500372-Fine_Silver_Jewellery_Workshop-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7c/93/ef/caption.jpg?w=500&h=400&s=1,Fine Silver Jewellery Workshop,261.,https://www.tripadvisor.com/Attraction_Review-g294265-d19485060-Reviews-JDMIS-Singapore.html,Art Classes,3 hours,"No experience required!

No art background required!

All tools are made available to you for the duration of the class.

…",,from,$152.59,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Karen Chen,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17019152-Wildlife_Nature_at_Sungei_Buloh_Wetland_Reserve-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f1/10/6f/caption.jpg?w=500&h=400&s=1,Wildlife & Nature at Sungei Buloh Wetland Reserve,262.,https://www.tripadvisor.com/Attraction_Review-g294265-d17543644-Reviews-Karen_Chen-Singapore.html,Private and Luxury,2 hours,Sungei Buloh Wetland Reserve is Singapore's first ASEAN Heritage Park and the home of diverse wildlife and migratory birds…,Taking safety measures,from,$267.04,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Magnolia Holidays,,https://www.tripadvisor.com/AttractionProductReview-g294265-d21076503-Singapore_River_Cruise-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7e/67/02/caption.jpg?w=500&h=400&s=1,Singapore River Cruise,263.,https://www.tripadvisor.com/Attraction_Review-g294265-d21067236-Reviews-Magnolia_Holidays-Singapore.html,Day Cruises,40 minutes,Enjoy the rustic charm of the Singaporean bumboats - an iconic way to traverse the Singapore river for tourists and locals…,Taking safety measures,from,$31.00,per adult,More info,,,
,,By Fun Top Fun Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d23890510-Private_Romantic_Walking_Tour_in_Bedok-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/0a/4a/76/caption.jpg?w=500&h=400&s=1,Private Romantic Walking Tour in Bedok,264.,https://www.tripadvisor.com/Attraction_Review-g294265-d21056579-Reviews-Fun_Top_Fun_Singapore-Singapore.html,Walking Tours,2 hours,"An exclusive tour for all the romantics of the world! Together with the professional local guide, you will visit the most…",Taking safety measures,from,$452.53,per group,More info,,,
,,By Jane's SG Tours,,https://www.tripadvisor.com/AttractionProductReview-g294265-d22641150-Fridays_Black_White_Houses_Alexandra_Park-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/66/d8/06/caption.jpg?w=500&h=400&s=1,Fridays: Black & White Houses Alexandra Park,265.,https://www.tripadvisor.com/Attraction_Review-g294265-d10771542-Reviews-Jane_s_SG_Tours-Singapore.html,Walking Tours,2 hours,"Discover the colonial architecture of Black & White houses as you stroll through quiet Alexandra Park, imagine a simpler…",Taking safety measures,from,$47.01,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Sightseeing Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978761-Experience_Rainforest_Terrarium_Workshop_in_Yishun-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/4a/1b/78/caption.jpg?w=500&h=400&s=1,Experience Rainforest Terrarium Workshop in Yishun,266.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Planetariums,60–120 minutes,"#Experience the creation of a Rainforest Terrarium with your family and friends in the workshop!

#Have a fun, family bonding…",Taking safety measures,from,$28.72,per adult,More info,,,
,,By The Bicycle Hut,,https://www.tripadvisor.com/AttractionProductReview-g294265-d20109007-E_Bike_Electric_Bike_Rental_in_the_City-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e1/24/43/caption.jpg?w=500&h=400&s=1,E-Bike/ Electric Bike Rental in the City,267.,https://www.tripadvisor.com/Attraction_Review-g294265-d8012177-Reviews-The_Bicycle_Hut-Singapore.html,Rentals,4 hours,"We've been in the bike rental and bike touring business for 7 years now. 

Its fair to say we understand cycling better …",,from,$43.05,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By My Phuket Holiday,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19755239-Private_Singapore_Customized_Tour_With_Driver_in_small_group-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/87/57/caption.jpg?w=500&h=400&s=1,Private Singapore Customized Tour With Driver in small group,268.,https://www.tripadvisor.com/Attraction_Review-g294265-d19751764-Reviews-My_Phuket_Holiday-Singapore.html,Full-day Tours,4 hours,Professional driver will meet you at the hotel lobby / Port or arrival airport meeting point then take you through the Esplanade…,Taking safety measures,from,$58.98,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Zenith Wholesale Enterprise,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17774367-Singapore_Malaysia_Johor_Bahru_Transfer_or_Vice_Versa-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8e/3e/6e/caption.jpg?w=500&h=400&s=1,Singapore - Malaysia Johor Bahru Transfer or Vice Versa,269.,https://www.tripadvisor.com/Attraction_Review-g294265-d17738872-Reviews-Zenith_Wholesale_Enterprise-Singapore.html,,1 hour,"All our cars are new,clean and our drivers are very professional.Please feel free to ask questions if you've any doubts …",,from,$97.66,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Resource Travel Pte. Ltd.,,https://www.tripadvisor.com/AttractionProductReview-g294265-d12471260-3_Hours_Little_India_Tour_from_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/30/a4/d2/caption.jpg?w=500&h=400&s=1,3 Hours Little India Tour from Singapore,270.,https://www.tripadvisor.com/Attraction_Review-g294265-d15683807-Reviews-Resource_Travel_Pte_Ltd-Singapore.html,Walking Tours,1–3 hours,"Get a taste of Indian life in Singapore while you browse booths selling spices, fresh flower garlands, and saris. A visit…",,from,$95.37,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
9,,,,,,,,,1,8,,,,10,,,,,
