WlYyy,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,ySnDE,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,WlYyy 8
3,By Tour East Hong Kong,https://www.tripadvisor.com/AttractionProductReview-g294217-d11449467-Shenzhen_Sightseeing_and_Shopping_Tour_from_Hong_Kong-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d11449467-Shenzhen_Sightseeing_and_Shopping_Tour_from_Hong_Kong-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/d1/9f/caption.jpg?w=500&h=400&s=1,Shenzhen Sightseeing and Shopping Tour from Hong Kong,133.,https://www.tripadvisor.com/Attraction_Review-g294217-d16835511-Reviews-Tour_East_Hong_Kong-Hong_Kong.html,Bus Tours,6+ hours,Taking safety measures,"Accompanied by a professional guide, experience the energy and excitement of Shenzhen on this full day sightseeing and shopping…",from,$138.42,per adult,More info,
,By OceanGoGo Pub Victoria Harbour Cruise,,https://www.tripadvisor.com/AttractionProductReview-g294217-d16749544-Victoria_Harbour_Cruise_DREAMER_with_1_instant_film_per_guest-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/ab/f2/caption.jpg?w=500&h=400&s=1,Victoria Harbour Cruise - DREAMER (with 1 instant film per guest),134.,https://www.tripadvisor.com/Attraction_Review-g294217-d13200721-Reviews-OceanGoGo_Pub_Victoria_Harbour_Cruise-Hong_Kong.html,Private and Luxury,45 minutes,,There are simply no words to describe the views of stunning Victoria Harbour and the majestic Hong Kong skyline lit up at…,from,$33.08,per adult,More info,
,By Splendid Tours & Travel,,https://www.tripadvisor.com/AttractionProductReview-g294217-d17476037-Hong_Kong_Island_Orientation-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/d1/17/caption.jpg?w=500&h=400&s=1,Hong Kong Island Orientation,135.,https://www.tripadvisor.com/Attraction_Review-g294217-d15181571-Reviews-Splendid_Tours_Travel-Hong_Kong.html,Bus Tours,4–5 hours,Free cancellation,"As the vibrant city centre, Hong Kong Island began and continues to embody the perfect harmony of opposites.  Traditional…",from,$86.38,per adult,More info,
,By Bake Your Own,,https://www.tripadvisor.com/AttractionProductReview-g294217-d17429473-Hong_Kong_Cultural_Experience_Making_Traditional_Snacks-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/85/16/42/caption.jpg?w=500&h=400&s=1,Hong Kong Cultural Experience: Making Traditional Snacks,136.,https://www.tripadvisor.com/Attraction_Review-g294217-d17415624-Reviews-Bake_Your_Own-Hong_Kong.html,Cooking Classes,3 hours,Free cancellation,Bake Your Own is the first baking event to experience the culture of Hong Kong. It is also one of the few cooking activities…,from,$53.91,per adult,More info,
,By Wild Hong Kong,,https://www.tripadvisor.com/AttractionProductReview-g294217-d15737708-Lion_Rock_Sunset_Hiking_Adventure-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dd/ec/d3/caption.jpg?w=500&h=400&s=1,Lion Rock Sunset Hiking Adventure,137.,https://www.tripadvisor.com/Attraction_Review-g294217-d7928325-Reviews-Wild_Hong_Kong-Hong_Kong.html,Adventure Tours,3 hours,Taking safety measures,"Conquer this rugged ridge and one will witness some of Hong Kong’s finest views.

Not only is being at the top incredible…",from,$87.61,per adult,More info,
,By Faith Travel Network - Poland,,https://www.tripadvisor.com/AttractionProductReview-g298507-d20188720-Professional_Guides_Walking_Tours_Day_Night_Select_City_Worldwide_1_2pers-St_Peter.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/96/50/29/caption.jpg?w=500&h=400&s=1,Professional Guides Walking Tours Day&Night (Select City Worldwide 1-2pers),138.,https://www.tripadvisor.com/Attraction_Review-g274772-d20292399-Reviews-Faith_Travel_Network_Poland-Krakow_Lesser_Poland_Province_Southern_Poland.html,City Tours,2–3 hours,Taking safety measures,Select Any City Worldwide Any Tour Date/Time: Faith Travel Network Worldwide guided walking tours by certified local expert…,from,$128.21,per group,More info,Free cancellation
2,By Sky100 Hong Kong Observation Deck,https://www.tripadvisor.com/AttractionProductReview-g294217-d15001337-Sky100_Beverage_Package_FCA_BP_2_at_Cafe_100_by_The_Ritz_Carlton_Hong_Kong-Hong_Ko.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d15001337-Sky100_Beverage_Package_FCA_BP_2_at_Cafe_100_by_The_Ritz_Carlton_Hong_Kong-Hong_Ko.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/37/05/caption.jpg?w=500&h=400&s=1,"sky100 Beverage Package [FCA-BP_2] at Café 100 by The Ritz-Carlton, Hong Kong",139.,https://www.tripadvisor.com/Attraction_Review-g294217-d2136178-Reviews-Sky100_Hong_Kong_Observation_Deck-Hong_Kong.html,Skyscrapers & Towers,1–11 hours,Taking safety measures,"sky100 Hong Kong Observation Deck and The Ritz-Carlton Hotel, Hong Kong jointly launched Café 100 by the Ritz Carlton, Hong…",from,$16.85,per adult,More info,Free cancellation
2,By Taxi2Airport Hong Kong,https://www.tripadvisor.com/AttractionProductReview-g294217-d19350318-Private_Airport_Transfer_Hong_Kong_International_Airport_HKG_to_Hong_Kong-Hong_Kon.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d19350318-Private_Airport_Transfer_Hong_Kong_International_Airport_HKG_to_Hong_Kong-Hong_Kon.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/94/91/caption.jpg?w=500&h=400&s=1,Private Airport Transfer: Hong Kong International Airport (HKG) to Hong Kong,140.,https://www.tripadvisor.com/Attraction_Review-g294217-d20059406-Reviews-Taxi2Airport_Hong_Kong-Hong_Kong.html,,30 minutes,Taking safety measures,Book here your safe and reliable Private Airport Transfer from Hong Kong International Airport (HKG) to your hotel or destination…,from,$28.95,per adult,More info,Free cancellation
,By VoiceMap Hong Kong,,https://www.tripadvisor.com/AttractionProductReview-g294217-d17524157-Skip_the_Line_Walk_to_the_Peak_Audio_Tour-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7f/81/2b/caption.jpg?w=500&h=400&s=1,Skip the Line! Walk to the Peak Audio Tour,141.,https://www.tripadvisor.com/Attraction_Review-g294217-d21152972-Reviews-VoiceMap_Hong_Kong-Hong_Kong.html,City Tours,50 minutes,,"Eager to visit Hong Kong's Peak neighborhood, but daunted by the three-hour line for the Peak Tram? This is just the self…",from,$5.34,per adult,More info,
11,By Walk Hong Kong,https://www.tripadvisor.com/AttractionProductReview-g294217-d13807389-Geopark_Hiking_Tour-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d13807389-Geopark_Hiking_Tour-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dd/ea/f5/caption.jpg?w=500&h=400&s=1,Geopark Hiking Tour,142.,https://www.tripadvisor.com/Attraction_Review-g294217-d2167883-Reviews-Walk_Hong_Kong-Hong_Kong.html,,6+ hours,,"The Hong Kong Geopark, opened November 2009, comprises of eight major geological sites and is of International stature. …",from,$134.78,per adult,More info,
52,By Hello Hong Kong: Private & Small Group Tours,https://www.tripadvisor.com/AttractionProductReview-g294217-d11457461-Private_Food_Tour_Hong_Kong_Island-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d11457461-Private_Food_Tour_Hong_Kong_Island-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dd/ea/75/caption.jpg?w=500&h=400&s=1,Private Food Tour: Hong Kong Island,143.,https://www.tripadvisor.com/Attraction_Review-g294217-d5773884-Reviews-Hello_Hong_Kong_Private_Small_Group_Tours-Hong_Kong.html,Shore Excursions,4 hours,Taking safety measures,This private food tour of Hong Kong with a private guide includes five foodie stops where you'll sample authentic Cantonese…,from,$237.06,per adult,More info,
,By China airport transfers,,https://www.tripadvisor.com/AttractionProductReview-g294217-d14084147-Hong_Kong_Private_Transfer_from_Hong_Kong_Chek_Lap_Kok_Airport_to_Hong_Kong-Hong_K.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3c/b7/65/caption.jpg?w=500&h=400&s=1,Hong Kong Private Transfer from Hong Kong Chek Lap Kok Airport to Hong Kong,144.,https://www.tripadvisor.com/Attraction_Review-g297454-d23449197-Reviews-China_airport_transfers-Shenyang_Liaoning.html,,1 hour,Free cancellation,Take the worry out of your arrival at Hong Kong Airport and pre-book a private transfer to suit your group size (up to 6…,from,$79.20,per group,More info,
5,By Eco Travel,https://www.tripadvisor.com/AttractionProductReview-g294217-d18480391-Ecojet_Tour_Hong_Kong_UNESCO_Global_Geopark-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d18480391-Ecojet_Tour_Hong_Kong_UNESCO_Global_Geopark-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9d/27/bf/caption.jpg?w=500&h=400&s=1,Ecojet Tour．Hong Kong UNESCO Global Geopark,145.,https://www.tripadvisor.com/Attraction_Review-g294217-d7937071-Reviews-Eco_Travel-Hong_Kong.html,,3 hours,Free cancellation,The Hong Kong first Jet Boat tour to wild Hong Kong Nature! Sai Kung boasts the longest stretch of coastline in Hong Kong…,from,$128.12,per adult,More info,
1,By City Unscripted Hong Kong,https://www.tripadvisor.com/AttractionProductReview-g294217-d13996830-Hong_Kong_Private_Tours_by_Locals_100_Personalized_See_the_City_Unscripted-Hong_Ko.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d13996830-Hong_Kong_Private_Tours_by_Locals_100_Personalized_See_the_City_Unscripted-Hong_Ko.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/17/46/caption.jpg?w=500&h=400&s=1,"Hong Kong Private Tours by Locals: 100% Personalized, See the City Unscripted",146.,https://www.tripadvisor.com/Attraction_Review-g294217-d13812674-Reviews-City_Unscripted_Hong_Kong-Hong_Kong.html,City Tours,6 hours,Taking safety measures,You’ll spend the day with one of our hosts and choose which of Hong Kong’s top attractions you’d most like to see. Perhaps…,from,$145.35,per adult,More info,Free cancellation
2,By Tour East Hong Kong,https://www.tripadvisor.com/AttractionProductReview-g294217-d11449443-Hong_Kong_Shared_Departure_Transfer_Hotel_to_Airport-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d11449443-Hong_Kong_Shared_Departure_Transfer_Hotel_to_Airport-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f1/c0/7f/caption.jpg?w=500&h=-1&s=1,Hong Kong Shared Departure Transfer: Hotel to Airport,147.,https://www.tripadvisor.com/Attraction_Review-g294217-d16835511-Reviews-Tour_East_Hong_Kong-Hong_Kong.html,,60–90 minutes,Taking safety measures,"Need to get to Hong Kong Chek Lap Kok Airport? Plan your trip ahead of time, and book and pay for your airport transfer …",from,$29.86,per adult,More info,Free cancellation
,By Leisure Tours,,https://www.tripadvisor.com/AttractionProductReview-g294217-d12942452-Hong_Kong_Stopover_3_Days_2_Nights-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/8f/bb/caption.jpg?w=500&h=400&s=1,Hong Kong Stopover (3 Days - 2 Nights),148.,https://www.tripadvisor.com/Attraction_Review-g294217-d21342748-Reviews-Leisure_Tours-Hong_Kong.html,Bus Tours,3 days,,"Independent extended multi-day tour, a Hong Kong Stopover with four-star hotel accommodation and daily breakfast. Included…",from,$425.60,per adult,More info,
,,,https://www.tripadvisor.com/AttractionProductReview-g294217-d20064747-Ocean_Park_Hong_Kong_one_way_transferHotel_pick_up-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d2/57/e3/caption.jpg?w=500&h=400&s=1,Ocean Park Hong Kong one way transferHotel pick up,149.,,,40–50 minutes,Taking safety measures,"The Entry Ticket not INCLUDING

Optional Ocean Park Hong Kong Ticket (QR Code Direct Entry) at Ocean Park can be arranged…",from,$23.65,per adult,More info,Free cancellation
,By Tour East Hong Kong,,https://www.tripadvisor.com/AttractionProductReview-g294217-d21062056-Hong_Kong_Discovery_Walk_Past_and_Present_of_Kowloon_City-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/ad/f1/caption.jpg?w=500&h=400&s=1,Hong Kong Discovery Walk - Past and Present of Kowloon City,150.,https://www.tripadvisor.com/Attraction_Review-g294217-d16835511-Reviews-Tour_East_Hong_Kong-Hong_Kong.html,Walking Tours,4 hours,Taking safety measures,"Delve beneath the glitzy surface of Hong Kong, with its modern skyscrapers and dazzling lights and get to experience the…",from,$75.27,per adult,More info,Free cancellation
1,,,,,,,,5,4,6,,,,,,
447 places sorted by traveler favorites,Clear all filters,https://www.tripadvisor.com/ClientLink?value=UU5OXy9BdHRyYWN0aW9ucy1nMjk0MjE3LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUhvbmdfS29uZy5odG1sX2FhWg%3D%3D,,,,,,,,,,,,,,
,By Tour East Hong Kong,,https://www.tripadvisor.com/AttractionProductReview-g294217-d15303849-Lantau_Island_Biking_Tour_in_Mui_Wo_with_lunch-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dd/e9/84/caption.jpg?w=500&h=400&s=1,Lantau Island: Biking Tour in Mui Wo with lunch,151.,https://www.tripadvisor.com/Attraction_Review-g294217-d16835511-Reviews-Tour_East_Hong_Kong-Hong_Kong.html,Bike Tours,5 hours,Taking safety measures,Take a leisurely ferry ride to Lantau and then with our experienced guide travel by bike to explore the lesser known side…,from,$117.46,per adult,More info,Free cancellation
31,By Hong Kong Greeters Private Tours,https://www.tripadvisor.com/AttractionProductReview-g294217-d12876117-Peaks_to_Piers_Half_Day_Private_Customised_Tour_In_Hong_Kong-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d12876117-Peaks_to_Piers_Half_Day_Private_Customised_Tour_In_Hong_Kong-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d2/0f/1e/caption.jpg?w=500&h=400&s=1,"Peaks to Piers, Half-Day Private Customised Tour In Hong Kong",152.,https://www.tripadvisor.com/Attraction_Review-g294217-d3262867-Reviews-Hong_Kong_Greeters_Private_Tours-Hong_Kong.html,Private and Luxury,4–8 hours,Free cancellation,"Whether you are here for 4 hours or 4 days, Hong Kong Greeters Tours can help. Below is a list of some of the top places…",from,$333.12,per adult,More info,
57,By Ngong Ping 360,https://www.tripadvisor.com/AttractionProductReview-g294217-d14974563-Ngong_Ping_360_Skip_the_Line_Private_Crystal_Cabin_Ticket-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d14974563-Ngong_Ping_360_Skip_the_Line_Private_Crystal_Cabin_Ticket-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ae/1e/d1/caption.jpg?w=500&h=400&s=1,Ngong Ping 360 Skip-the-Line Private Crystal Cabin Ticket,153.,https://www.tripadvisor.com/Attraction_Review-g294217-d624841-Reviews-Ngong_Ping_360-Hong_Kong.html,Attractions & Museums,1–6 hours,Taking safety measures,"VIP Service - Skip the Line, Ngong Ping Cable Car - Private Crystal Cabin up to a maximum of 8 persons per cabin, includes…",from,$606.50,per group,More info,Free cancellation
9,By Running Panda Hong Kong Private Tour,https://www.tripadvisor.com/AttractionProductReview-g294217-d14781757-Eat_Bike_Love_Hong_Kong-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d14781757-Eat_Bike_Love_Hong_Kong-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/73/1a/caption.jpg?w=500&h=400&s=1,Eat Bike Love - Hong Kong,154.,https://www.tripadvisor.com/Attraction_Review-g294217-d10420431-Reviews-Running_Panda_Hong_Kong_Private_Tour-Hong_Kong.html,Bike Tours,4–5 hours,Taking safety measures,"Being a food and culture journalist for years, I’ve long fallen in love with the unique characters of the New Territories…",from,$96.00,per adult,More info,Free cancellation
8,By Humid with a Chance of Fishballs Tours,https://www.tripadvisor.com/AttractionProductReview-g294217-d12491664-Hong_Kong_Craft_Beer_Small_Group_Tour-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d12491664-Hong_Kong_Craft_Beer_Small_Group_Tour-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/eb/1b/caption.jpg?w=500&h=400&s=1,Hong Kong Craft Beer Small-Group Tour,155.,https://www.tripadvisor.com/Attraction_Review-g294217-d10737203-Reviews-Humid_with_a_Chance_of_Fishballs_Tours-Hong_Kong.html,,3 hours,Free cancellation,Drink like a local in Hong Kong during this 3-hour brewery tour. Make stops at three local breweries and try 12 craft beers…,from,$83.20,per adult,More info,
8,By Hong Kong Getaway Private Tours,https://www.tripadvisor.com/AttractionProductReview-g294217-d19252882-Best_Food_Culture_Hong_Kong_Tailor_made_Private-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d19252882-Best_Food_Culture_Hong_Kong_Tailor_made_Private-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7c/a9/21/caption.jpg?w=500&h=400&s=1,Best Food & Culture Hong Kong (Tailor-made & Private),156.,https://www.tripadvisor.com/Attraction_Review-g294217-d7602441-Reviews-Hong_Kong_Getaway_Private_Tours-Hong_Kong.html,Cable Car Tours,6 hours,Free cancellation,"In this tour, our founders Mandy or Apple will take you to visit the must-see attractions (e.g. Victoria Peak, Peak Tram…",from,$311.26,per adult,More info,
7,By Hong Kong a la Carte : Private and Bespoke Tours,https://www.tripadvisor.com/AttractionProductReview-g294217-d15593374-Private_custom_tour_of_Hong_Kong_Full_day-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d15593374-Private_custom_tour_of_Hong_Kong_Full_day-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/f9/93/caption.jpg?w=500&h=400&s=1,Private custom tour of Hong Kong - Full day,157.,https://www.tripadvisor.com/Attraction_Review-g294217-d13477425-Reviews-Hong_Kong_a_la_Carte_Private_and_Bespoke_Tours-Hong_Kong.html,Cable Car Tours,6–7 hours,Taking safety measures,"Whether a first timer or a return traveller, your private tour guide will custom-make this walking tour to your interests…",from,$290.85,per adult,More info,Free cancellation
7,By This Is Asia Private Tours-Day Tour,https://www.tripadvisor.com/AttractionProductReview-g294217-d14077759-Private_Tour_Customized_6_Hour_Hong_Kong_City_Tour-Hong_Kong.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294217-d14077759-Private_Tour_Customized_6_Hour_Hong_Kong_City_Tour-Hong_Kong.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/82/b6/caption.jpg?w=500&h=400&s=1,Private Tour: Customized 6-Hour Hong Kong City Tour,158.,https://www.tripadvisor.com/Attraction_Review-g294217-d2664066-Reviews-This_Is_Asia_Private_Tours_Day_Tour-Hong_Kong.html,Bus Tours,6 hours,,"Hong Kong, Asia’s world city! What do the locals do here? What is their everyday life like? What if I was a local and I …",from,$358.40,per adult,More info,
