WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 3,iPqaD href 2,WlYyy 4,WlYyy 5,WlYyy 6,WlYyy 7,WlYyy 8,ySnDE,ccVGl,WlYyy 9,ccVGl 2,WlYyy 10
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Buddha Lounge Boat,https://www.tripadvisor.com/AttractionProductReview-g188590-d19495694-Buddha_Lounge_Boat_Amsterdam_Smoke_and_Cruise_in_Style_75_min_tour-Amsterdam_North.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19495694-Buddha_Lounge_Boat_Amsterdam_Smoke_and_Cruise_in_Style_75_min_tour-Amsterdam_North.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/02/b4/84/caption.jpg?w=500&h=400&s=1,"Buddha Lounge Boat Amsterdam, Smoke and Cruise in Style 75 min tour",102.,20,https://www.tripadvisor.com/Attraction_Review-g188590-d17810175-Reviews-Buddha_Lounge_Boat-Amsterdam_North_Holland_Province.html,Coffee Cruises,1–2 hours,Free cancellation,,90% of travelers recommend this experience,"Hello Guests from all over world!

Let's Get Together as likeminded people with the same attitude towards life and celebrate…",from,$33.94,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Captain Dave Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15830155-Amsterdam_Early_Morning_Canal_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15830155-Amsterdam_Early_Morning_Canal_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/b0/d0/28/caption.jpg?w=500&h=400&s=1,Amsterdam Early Morning Canal Cruise,103.,28,https://www.tripadvisor.com/Attraction_Review-g188590-d16818241-Reviews-Captain_Dave_Amsterdam-Amsterdam_North_Holland_Province.html,Coffee Cruises,1–2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,"We sail in the early morning with no other boats around, for sure the best photo opportunities!

Where other boats like …",from,$32.81,per adult,More info
,,By Self-Guided Tours in Amsterdam,,https://www.tripadvisor.com/AttractionProductReview-g188590-d23811255-Ticket_for_ARTIS_Royal_Zoo_with_Self_Guided_Tours_in_Amsterdam-Amsterdam_North_Hol.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ab/dc/96/caption.jpg?w=500&h=400&s=1,Ticket for ARTIS Royal Zoo with Self-Guided Tours in Amsterdam,104.,,https://www.tripadvisor.com/Attraction_Review-g188590-d23564978-Reviews-Self_Guided_Tours_in_Amsterdam-Amsterdam_North_Holland_Province.html,Zoo Tickets & Passes,2 hours,Taking safety measures,Free cancellation,,"Get this ticket and visit the Netherlands’ oldest zoo. You can easily spend the whole day here, but if you are in a rush…",from,$42.99,per adult,More info
,,By Leemstar,https://www.tripadvisor.com/AttractionProductReview-g188590-d19715344-Private_boat_1921_Canal_Limousine_incl_drinks_60_min_cruise_225_6_persons-Amsterda.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d19715344-Private_boat_1921_Canal_Limousine_incl_drinks_60_min_cruise_225_6_persons-Amsterda.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/11/da/60/caption.jpg?w=500&h=400&s=1,"Private boat! 1921 Canal Limousine incl. drinks! 60 min. cruise €225,- 6 persons",105.,4,https://www.tripadvisor.com/Attraction_Review-g188590-d8305173-Reviews-Leemstar-Amsterdam_North_Holland_Province.html,Full-day Tours,1 hour,Free cancellation,,,"The Saloon Launch boat is unique in Amsterdam!

Very stylish boat suitable for private cruises up to 6 guests.

The boat…",from,$262.43,per group,More info
,,By WeGoTrip Amsterdam | In-App Audio Tours,,https://www.tripadvisor.com/AttractionProductReview-g188590-d23545399-Treasures_of_the_Rijksmuseum_Entrance_Ticket_with_Self_Guided_Audio_Tour-Amsterdam.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/1e/8e/78/caption.jpg?w=500&h=400&s=1,Rijksmuseum Entrance Ticket with Self-Guided Audio Tour,106.,,https://www.tripadvisor.com/Attraction_Review-g188590-d23539851-Reviews-WeGoTrip_Amsterdam_In_App_Audio_Tours-Amsterdam_North_Holland_Province.html,Skip-the-Line Tours,2 hours,Taking safety measures,,,The mobile app helps you explore Rijksmuseum with a private audio tour (included). You will have a entrance ticket with …,from,$47.52,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Camaleon Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d15777686-Private_Excursion_to_Zaanse_Schans_Edam_Volendam_and_Marken-Amsterdam_North_Hollan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15777686-Private_Excursion_to_Zaanse_Schans_Edam_Volendam_and_Marken-Amsterdam_North_Hollan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0b/f8/e4/caption.jpg?w=500&h=400&s=1,"Private Excursion to Zaanse Schans, Edam, Volendam and Marken",107.,118,https://www.tripadvisor.com/Attraction_Review-g188590-d4106764-Reviews-Camaleon_Tours-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,Visit four of the best places in the Netherlands on this 8-hour tour. Stop at Zaanse Schans to see the traditional windmills…,from,$627.91,per group,More info
,,By Those Amsterdames,https://www.tripadvisor.com/AttractionProductReview-g188590-d21032100-Countryside_Tour_Zaanse_Schans_Zandam_by_electric_bike-Amsterdam_North_Holland_Pro.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d21032100-Countryside_Tour_Zaanse_Schans_Zandam_by_electric_bike-Amsterdam_North_Holland_Pro.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/72/43/07/caption.jpg?w=500&h=400&s=1,Countryside Tour: Zaanse Schans & Zandam by electric bike,108.,8,https://www.tripadvisor.com/Attraction_Review-g188590-d7931909-Reviews-Those_Amsterdames-Amsterdam_North_Holland_Province.html,Bike Tours,4–5 hours,Taking safety measures,Free cancellation,,"Small group bike tour with max 8 guest.

There’s nothing better than spending a summer's day riding through the the countryside…",from,$62.22,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d11464479-Amsterdam_Combo_Countryside_and_Windmills_Keukenhof_Guided_Tour-Amsterdam_North_Ho.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11464479-Amsterdam_Combo_Countryside_and_Windmills_Keukenhof_Guided_Tour-Amsterdam_North_Ho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f3/77/47/caption.jpg?w=500&h=400&s=1,Amsterdam Combo: Countryside and Windmills & Keukenhof Guided Tour,109.,67,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,92% of travelers recommend this experience,"Enjoy a Super Saver tour that combines the best of the Dutch countryside – windmills, fishing villages and flowering tulips…",from,$100.69,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By SANDEMANs NEW Europe - Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d12942553-Red_Lights_and_Dark_Amsterdam_Tour-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12942553-Red_Lights_and_Dark_Amsterdam_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/23/98/caption.jpg?w=500&h=400&s=1,Red Lights and Dark Amsterdam Tour,110.,853,https://www.tripadvisor.com/Attraction_Review-g188590-d1099424-Reviews-SANDEMANs_NEW_Europe_Amsterdam-Amsterdam_North_Holland_Province.html,City Tours,2 hours,Taking safety measures,Free cancellation,96% of travelers recommend this experience,The narrow streets and canals at the heart of mediaeval Amsterdam have gone from being known as the city’s most dangerous…,from,$22.02,per adult,More info
,,By The Amsterdam Dungeon,https://www.tripadvisor.com/AttractionProductReview-g188590-d12078317-The_Amsterdam_Dungeon_Entrance_Ticket-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12078317-The_Amsterdam_Dungeon_Entrance_Ticket-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/63/cf/cc/caption.jpg?w=500&h=400&s=1,The Amsterdam Dungeon Entrance Ticket,111.,152,https://www.tripadvisor.com/Attraction_Review-g188590-d599199-Reviews-The_Amsterdam_Dungeon-Amsterdam_North_Holland_Province.html,Attractions & Museums,45 minutes,Taking safety measures,Free cancellation,,"Hey, you there! Do you have nerves of steel and a great sense of humour? Then you've come to the right place! In The Amsterdam…",from,$24.89,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480200-Highlights_Hidden_Gems_With_Locals_Best_of_Amsterdam_Private_Tour-Amsterdam_North_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480200-Highlights_Hidden_Gems_With_Locals_Best_of_Amsterdam_Private_Tour-Amsterdam_North_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/eb/a3/caption.jpg?w=500&h=400&s=1,Highlights & Hidden Gems With Locals: Best of Amsterdam Private Tour,112.,91,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,City Tours,3 hours,Taking safety measures,Free cancellation,98% of travelers recommend this experience,This is not just another city tour; this is the best of Amsterdam from a unique perspective! Get to know Amsterdam on a …,from,$82.59,per adult,More info
,,By Blue Boat Company,https://www.tripadvisor.com/AttractionProductReview-g188590-d11458463-Blue_Boat_Company_City_Canal_Cruise_and_Rijksmuseum-Amsterdam_North_Holland_Provin.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11458463-Blue_Boat_Company_City_Canal_Cruise_and_Rijksmuseum-Amsterdam_North_Holland_Provin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/30/15/1f/caption.jpg?w=500&h=400&s=1,Blue Boat Company City Canal Cruise and Rijksmuseum,113.,21,https://www.tripadvisor.com/Attraction_Review-g188590-d1792870-Reviews-Blue_Boat_Company-Amsterdam_North_Holland_Province.html,Day Cruises,3 hours,Taking safety measures,Free cancellation,,"Amsterdam is best viewed from the water and during this 75-minute canal cruise, you'll experience the best of the historic…",from,$39.60,per adult,More info
,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d13377194-Rijksmuseum_Amsterdam_1_Hour_Canal_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d13377194-Rijksmuseum_Amsterdam_1_Hour_Canal_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5a/60/90/caption.jpg?w=500&h=400&s=1,Rijksmuseum Amsterdam & 1-Hour Canal Cruise,114.,9,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Attractions & Museums,3 hours,Taking safety measures,,,Combine a trip to the world-famous Rijksmuseum Amsterdam with a spectacular one-hour cruise through the historic canal district…,from,$38.08,per adult,More info
,,By Martin van Elmpt,,https://www.tripadvisor.com/AttractionProductReview-g188590-d17772570-Private_2_Day_Market_Garden_tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/93/cf/caption.jpg?w=500&h=400&s=1,Private 2 Day Market Garden tour,115.,,https://www.tripadvisor.com/Attraction_Review-g188590-d17592639-Reviews-Martin_van_Elmpt-Amsterdam_North_Holland_Province.html,Bus Tours,2 days,Taking safety measures,Free cancellation,,"With extensive use of original WW2 photos, great knowledge of the Market Garden operations and the flexibility to adjust…",from,$638.21,per adult,More info
,,By Amsterdam Fietstaxi,https://www.tripadvisor.com/AttractionProductReview-g188590-d12561919-Walking_tour_of_2_hours_of_the_highlights_of_Amsterdam-Amsterdam_North_Holland_Pro.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12561919-Walking_tour_of_2_hours_of_the_highlights_of_Amsterdam-Amsterdam_North_Holland_Pro.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cd/90/67/caption.jpg?w=500&h=400&s=1,Walking tour of 2 hours of the highlights of Amsterdam,116.,2,https://www.tripadvisor.com/Attraction_Review-g188590-d8064376-Reviews-Amsterdam_Fietstaxi-Amsterdam_North_Holland_Province.html,Ports of Call Tours,2 hours,Free cancellation,,,"Private walking tour (only your group, no other customers at the same tour) of 2 hours with a break of half an hour, in …",from,$172.00,per group,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Holland Discovery,https://www.tripadvisor.com/AttractionProductReview-g652312-d15136176-Amsterdam_Landscape_Windmill_Private_Bike_Tour-Weesp_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g652312-d15136176-Amsterdam_Landscape_Windmill_Private_Bike_Tour-Weesp_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/46/00/caption.jpg?w=500&h=400&s=1,Amsterdam Landscape Windmill Private Bike Tour,117.,42,https://www.tripadvisor.com/Attraction_Review-g188590-d14156566-Reviews-Holland_Discovery-Amsterdam_North_Holland_Province.html,Bike Tours,3–4 hours,Free cancellation,,100% of travelers recommend this experience,This 3 to 4 hour during informal non mass tourism (no commercial giftshop visits:-) Dutch landscape Tour is unique because…,from,$83.35,per adult,More info
,,By Tour Company,https://www.tripadvisor.com/AttractionProductReview-g188590-d16841199-Rotterdam_Delft_and_The_Hague_Guided_Tour_with_Amsterdam_Canal_Cruise-Amsterdam_No.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d16841199-Rotterdam_Delft_and_The_Hague_Guided_Tour_with_Amsterdam_Canal_Cruise-Amsterdam_No.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/f3/22/caption.jpg?w=500&h=400&s=1,"Rotterdam, Delft and The Hague Guided Tour with Amsterdam Canal Cruise",118.,2,https://www.tripadvisor.com/Attraction_Review-g188590-d8863653-Reviews-Tour_Company-Amsterdam_North_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,,"Discover the best of the Netherlands on this all-encompassing tour. Departing from Amsterdam, head to Rotterdam, where you…",from,$100.69,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,"By House of Bols, the Cocktail & Genever Experience",https://www.tripadvisor.com/AttractionProductReview-g188590-d15681855-Cocktail_Workshop_House_of_Bols_in_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15681855-Cocktail_Workshop_House_of_Bols_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/88/01/3a/caption.jpg?w=500&h=400&s=1,Cocktail Workshop House of Bols in Amsterdam,119.,26,https://www.tripadvisor.com/Attraction_Review-g188590-d667933-Reviews-House_of_Bols_the_Cocktail_Genever_Experience-Amsterdam_North_Holland_Province.html,Mixology Classes,1–2 hours,Taking safety measures,,92% of travelers recommend this experience,"Your best hour in Amsterdam! Feel, taste, smell and discover which secrets hide behind the best cocktail.

During this interactive…",from,$33.94,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Rudy's Taxi Company,https://www.tripadvisor.com/AttractionProductReview-g1840814-d11471993-Private_Transfer_from_AMS_Schiphol_Airport_to_Amsterdam-Schiphol_Haarlemmermeer_N.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1840814-d11471993-Private_Transfer_from_AMS_Schiphol_Airport_to_Amsterdam-Schiphol_Haarlemmermeer_N.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/27/68/caption.jpg?w=500&h=400&s=1,Private Transfer from (AMS) Schiphol Airport to Amsterdam,120.,29,https://www.tripadvisor.com/Attraction_Review-g188590-d2301690-Reviews-Rudy_s_Taxi_Company-Amsterdam_North_Holland_Province.html,,30–60 minutes,Free cancellation,,93% of travelers recommend this experience,Private transfer with luxurious car or minivan from Schiphol airport to any location in Amsterdam incl. the cruise port (…,from,$49.76,per adult,More info
4,,,,,,,,3,,5,,,,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=MTk5Xy9BdHRyYWN0aW9ucy1nMTg4NTkwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUFtc3RlcmRhbV9Ob3J0aF9Ib2xsYW5kX1Byb3ZpbmNlLmh0bWxfd2tP,,,,,,,,,,,,,,,,
