WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
24,https://www.tripadvisor.com/Attraction_Review-g188590-d15031704-Reviews-Museum_of_Amsterdam_Illusions-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d3/08/60/img-20181223-wa0002-largejpg.jpg?w=500&h=400&s=1,Museum of Amsterdam Illusions,172.,https://www.tripadvisor.com/Attraction_Review-g188590-d15031704-Reviews-Museum_of_Amsterdam_Illusions-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
134,https://www.tripadvisor.com/Attraction_Review-g188590-d3734511-Reviews-DeLaMar_Theater-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/ba/1c/0b/otelimizin-tam-karsisinda.jpg?w=500&h=400&s=1,DeLaMar Theater,173.,https://www.tripadvisor.com/Attraction_Review-g188590-d3734511-Reviews-DeLaMar_Theater-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
238,https://www.tripadvisor.com/Attraction_Review-g188590-d2401053-Reviews-Homomonument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/00/b9/73/homomonument.jpg?w=500&h=400&s=1,Homomonument,174.,https://www.tripadvisor.com/Attraction_Review-g188590-d2401053-Reviews-Homomonument-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
27,https://www.tripadvisor.com/Attraction_Review-g188590-d8569809-Reviews-Collection_Six-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ba/ad/6f/photo1jpg.jpg?w=500&h=-1&s=1,Collection Six,175.,https://www.tripadvisor.com/Attraction_Review-g188590-d8569809-Reviews-Collection_Six-Amsterdam_North_Holland_Province.html#REVIEWS,Art Museums • History Museums,Centrum,,
53,https://www.tripadvisor.com/Attraction_Review-g188590-d3707461-Reviews-Lindenmarket_Saturdays-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/96/14/1d/lindenmarkt.jpg?w=500&h=-1&s=1,Lindenmarket (Saturdays),176.,https://www.tripadvisor.com/Attraction_Review-g188590-d3707461-Reviews-Lindenmarket_Saturdays-Amsterdam_North_Holland_Province.html#REVIEWS,Flea & Street Markets,Centrum,,
64,https://www.tripadvisor.com/Attraction_Review-g188590-d245202-Reviews-De_Stadsschouwburg-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1f/c1/03/stadsschouwburg-in-amsterdam.jpg?w=500&h=-1&s=1,De Stadsschouwburg,177.,https://www.tripadvisor.com/Attraction_Review-g188590-d245202-Reviews-De_Stadsschouwburg-Amsterdam_North_Holland_Province.html#REVIEWS,Operas • Theaters,Centrum,•,Open now
42,https://www.tripadvisor.com/Attraction_Review-g188590-d524028-Reviews-ArtAmsterdam_Spui-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/dc/57/b0/artplein-spui.jpg?w=500&h=-1&s=1,ArtAmsterdam-Spui,178.,https://www.tripadvisor.com/Attraction_Review-g188590-d524028-Reviews-ArtAmsterdam_Spui-Amsterdam_North_Holland_Province.html#REVIEWS,Flea & Street Markets,Centrum,,
79,https://www.tripadvisor.com/Attraction_Review-g188590-d9814461-Reviews-English_Reformed_Church-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a5/16/72/english-reformed-church.jpg?w=500&h=400&s=1,English Reformed Church,179.,https://www.tripadvisor.com/Attraction_Review-g188590-d9814461-Reviews-English_Reformed_Church-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Centrum,,
174,https://www.tripadvisor.com/Attraction_Review-g188590-d244445-Reviews-Allard_Pierson-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e0/ef/9f/allard-pierson-museum.jpg?w=500&h=-1&s=1,Allard Pierson,180.,https://www.tripadvisor.com/Attraction_Review-g188590-d244445-Reviews-Allard_Pierson-Amsterdam_North_Holland_Province.html#REVIEWS,History Museums,Centrum,•,Open now
6,,,,,,1,5,,
13,https://www.tripadvisor.com/Attraction_Review-g188590-d15030311-Reviews-Prinsengracht-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/36/3d/f5/prinsengracht.jpg?w=500&h=-1&s=1,Prinsengracht,181.,https://www.tripadvisor.com/Attraction_Review-g188590-d15030311-Reviews-Prinsengracht-Amsterdam_North_Holland_Province.html#REVIEWS,Bodies of Water,,,
35,https://www.tripadvisor.com/Attraction_Review-g188590-d295149-Reviews-Architecture_Centre_of_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bf/73/bb/the-architecture-centre.jpg?w=500&h=400&s=1,Architecture Centre of Amsterdam,182.,https://www.tripadvisor.com/Attraction_Review-g188590-d295149-Reviews-Architecture_Centre_of_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries • Speciality Museums,Centrum,•,Open now
11,https://www.tripadvisor.com/Attraction_Review-g188590-d13992581-Reviews-Gijsbrecht_Aemstelpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/48/d9/e3/gijsbrecht-van-aemstelpark.jpg?w=500&h=-1&s=1,Gijsbrecht Aemstelpark,183.,https://www.tripadvisor.com/Attraction_Review-g188590-d13992581-Reviews-Gijsbrecht_Aemstelpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks • Gardens,Buitenveldert,•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d14143978-Reviews-Walraven_van_Hall_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/47/07/2c/the-monument.jpg?w=500&h=-1&s=1,Walraven van Hall Monument,184.,https://www.tripadvisor.com/Attraction_Review-g188590-d14143978-Reviews-Walraven_van_Hall_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,•,Open now
17,https://www.tripadvisor.com/Attraction_Review-g188590-d11751416-Reviews-Houten_Huys_Wooden_House-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bd/45/21/vista-de-la-casa.jpg?w=500&h=400&s=1,Houten Huys (Wooden House),185.,https://www.tripadvisor.com/Attraction_Review-g188590-d11751416-Reviews-Houten_Huys_Wooden_House-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Centrum,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d15803892-Reviews-Anne_Frank_Mural-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/34/1d/e5/the-anne-frank-mural.jpg?w=500&h=-1&s=1,Anne Frank Mural,186.,https://www.tripadvisor.com/Attraction_Review-g188590-d15803892-Reviews-Anne_Frank_Mural-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Noordelijke IJ-oevers,•,Open now
79,https://www.tripadvisor.com/Attraction_Review-g188590-d5594081-Reviews-Yab_Yum_Unlocked-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/11/73/ab/yab-yum-unlocked.jpg?w=500&h=-1&s=1,Yab Yum Unlocked,187.,https://www.tripadvisor.com/Attraction_Review-g188590-d5594081-Reviews-Yab_Yum_Unlocked-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Canal Ring (Grachtengordel),,
36,https://www.tripadvisor.com/Attraction_Review-g188590-d10160585-Reviews-Statue_of_Multatuli-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/11/fc/fb/caption.jpg?w=500&h=400&s=1,Statue of Multatuli,188.,https://www.tripadvisor.com/Attraction_Review-g188590-d10160585-Reviews-Statue_of_Multatuli-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
40,https://www.tripadvisor.com/Attraction_Review-g188590-d8552197-Reviews-Ten_Kate_Markt-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f9/df/03/ten-kate-markt.jpg?w=500&h=-1&s=1,Ten Kate Markt,189.,https://www.tripadvisor.com/Attraction_Review-g188590-d8552197-Reviews-Ten_Kate_Markt-Amsterdam_North_Holland_Province.html#REVIEWS,Flea & Street Markets • Farmers Markets,Amsterdam West,,
18,https://www.tripadvisor.com/Attraction_Review-g188590-d3724731-Reviews-Museum_De_Dageraad-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/37/ea/54/dageraad-complex.jpg?w=500&h=-1&s=1,Museum De Dageraad,190.,https://www.tripadvisor.com/Attraction_Review-g188590-d3724731-Reviews-Museum_De_Dageraad-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Architectural Buildings,Zuid Pijp,,
45,https://www.tripadvisor.com/Attraction_Review-g188590-d3729028-Reviews-Max_Euwe_Centrum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2c/80/67/caption.jpg?w=500&h=400&s=1,Max Euwe Centrum,191.,https://www.tripadvisor.com/Attraction_Review-g188590-d3729028-Reviews-Max_Euwe_Centrum-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
8,https://www.tripadvisor.com/Attraction_Review-g188590-d14967670-Reviews-NDSM_Fuse-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/fd/09/e9/ndsm-fuse.jpg?w=500&h=400&s=1,NDSM-Fuse,192.,https://www.tripadvisor.com/Attraction_Review-g188590-d14967670-Reviews-NDSM_Fuse-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries • Speciality Museums,Noordelijke IJ-oevers,,
31,https://www.tripadvisor.com/Attraction_Review-g188590-d11898441-Reviews-I_Amsterdam_Visitor_Centre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/50/53/6a/vvv-building.jpg?w=500&h=400&s=1,I Amsterdam Visitor Centre,193.,https://www.tripadvisor.com/Attraction_Review-g188590-d11898441-Reviews-I_Amsterdam_Visitor_Centre-Amsterdam_North_Holland_Province.html#REVIEWS,Visitor Centers,Centrum,,
92,https://www.tripadvisor.com/Attraction_Review-g188590-d244494-Reviews-South_Church_Zuiderkerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/c8/7e/f5/zuiderkerk-seen-from.jpg?w=500&h=-1&s=1,South Church (Zuiderkerk),194.,https://www.tripadvisor.com/Attraction_Review-g188590-d244494-Reviews-South_Church_Zuiderkerk-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Religious Sites,Centrum,,
41,https://www.tripadvisor.com/Attraction_Review-g188590-d240811-Reviews-Electrische_Museumtramlijn-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/82/4d/45/de-groningse-tram-van.jpg?w=500&h=-1&s=1,Electrische Museumtramlijn,195.,https://www.tripadvisor.com/Attraction_Review-g188590-d240811-Reviews-Electrische_Museumtramlijn-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Oud Zuid,,
14,https://www.tripadvisor.com/Attraction_Review-g188590-d8447646-Reviews-Krijtmolen_d_Admiraal-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/52/cf/80/photo3jpg.jpg?w=500&h=400&s=1,Krijtmolen d'Admiraal,196.,https://www.tripadvisor.com/Attraction_Review-g188590-d8447646-Reviews-Krijtmolen_d_Admiraal-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Noord West,,
36,https://www.tripadvisor.com/Attraction_Review-g188590-d8290781-Reviews-Cornelis_Schuytstraat-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/78/69/4d/cornelis-schuytstraat.jpg?w=500&h=400&s=1,Cornelis Schuytstraat,197.,https://www.tripadvisor.com/Attraction_Review-g188590-d8290781-Reviews-Cornelis_Schuytstraat-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,Museum Quarter (Museumkwartier),,
21,https://www.tripadvisor.com/Attraction_Review-g188590-d13273599-Reviews-Torpedo_Theater-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ca/19/c5/jaap-vriend-one-of-the.jpg?w=500&h=400&s=1,Torpedo Theater,198.,https://www.tripadvisor.com/Attraction_Review-g188590-d13273599-Reviews-Torpedo_Theater-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Centrum,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d15523287-Reviews-Fashion_for_Good-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/98/8d/eb/the-good-shop-next-generation.jpg?w=500&h=400&s=1,Fashion for Good,199.,https://www.tripadvisor.com/Attraction_Review-g188590-d15523287-Reviews-Fashion_for_Good-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums • Civic Centres,Centrum,•,Open now
18,https://www.tripadvisor.com/Attraction_Review-g188590-d13883045-Reviews-Walhalla_Brewery_and_Taproom-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/75/25/e6/taster-glasses-available.jpg?w=500&h=400&s=1,Walhalla Brewery and Taproom,200.,https://www.tripadvisor.com/Attraction_Review-g188590-d13883045-Reviews-Walhalla_Brewery_and_Taproom-Amsterdam_North_Holland_Province.html#REVIEWS,Breweries,Oud Noord,,
19,https://www.tripadvisor.com/Attraction_Review-g188590-d7795075-Reviews-KNSM_island-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/82/ef/b1/knsm-island.jpg?w=500&h=400&s=1,KNSM island,201.,https://www.tripadvisor.com/Attraction_Review-g188590-d7795075-Reviews-KNSM_island-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings • Piers & Boardwalks,Zeeburg,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d314937-Reviews-Trippenhuis-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/18/12/fc/trippenhuis.jpg?w=500&h=400&s=1,Trippenhuis,202.,https://www.tripadvisor.com/Attraction_Review-g188590-d314937-Reviews-Trippenhuis-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Centrum,,
22,https://www.tripadvisor.com/Attraction_Review-g188590-d190592-Reviews-Spiegelkwartier-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/33/a1/fa/spiegelkwartier.jpg?w=500&h=-1&s=1,Spiegelkwartier,203.,https://www.tripadvisor.com/Attraction_Review-g188590-d190592-Reviews-Spiegelkwartier-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods • Points of Interest & Landmarks,Centrum,,
149,https://www.tripadvisor.com/Attraction_Review-g188590-d6686044-Reviews-Theater_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f5/1a/8c/theater-amsterdam.jpg?w=500&h=400&s=1,Theater Amsterdam,204.,https://www.tripadvisor.com/Attraction_Review-g188590-d6686044-Reviews-Theater_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,West Port,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d15766001-Reviews-Majoor_Bosshardt_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/44/1b/df/the-monument.jpg?w=500&h=-1&s=1,Majoor Bosshardt Monument,205.,https://www.tripadvisor.com/Attraction_Review-g188590-d15766001-Reviews-Majoor_Bosshardt_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,•,Open now
42,https://www.tripadvisor.com/Attraction_Review-g188590-d9790012-Reviews-Renssen_Art_Gallery-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/02/61/dc/renssen-art-gallery-in.jpg?w=500&h=400&s=1,Renssen Art Gallery,206.,https://www.tripadvisor.com/Attraction_Review-g188590-d9790012-Reviews-Renssen_Art_Gallery-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,•,Open now
17,https://www.tripadvisor.com/Attraction_Review-g188590-d7826990-Reviews-Castigatio-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/08/e4/e1/castigatio.jpg?w=500&h=-1&s=1,Castigatio,207.,https://www.tripadvisor.com/Attraction_Review-g188590-d7826990-Reviews-Castigatio-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Canal Ring (Grachtengordel),,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d10748716-Reviews-Rocycle-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a7/a5/e6/interior-rocycle-city.jpg?w=500&h=400&s=1,Rocycle,208.,https://www.tripadvisor.com/Attraction_Review-g188590-d10748716-Reviews-Rocycle-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Centrum,•,Open now
6,https://www.tripadvisor.com/Attraction_Review-g188590-d13110117-Reviews-Merwedeplein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/92/01/d3/merwedeplein.jpg?w=500&h=400&s=1,Merwedeplein,209.,https://www.tripadvisor.com/Attraction_Review-g188590-d13110117-Reviews-Merwedeplein-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Scheldebuurt,,
30,https://www.tripadvisor.com/Attraction_Review-g188590-d266827-Reviews-Jewish_Corner-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d7/8c/9c/jodenhoek.jpg?w=500&h=-1&s=1,Jewish Corner,210.,https://www.tripadvisor.com/Attraction_Review-g188590-d266827-Reviews-Jewish_Corner-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Neighborhoods,Nieuwmarkt,,
7,,,,,,1,6,,
25,https://www.tripadvisor.com/Attraction_Review-g188590-d13507068-Reviews-Begijnhofkapel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d7/3d/41/the-interior.jpg?w=500&h=-1&s=1,Begijnhofkapel,211.,https://www.tripadvisor.com/Attraction_Review-g188590-d13507068-Reviews-Begijnhofkapel-Amsterdam_North_Holland_Province.html#REVIEWS,Religious Sites • Churches & Cathedrals,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d12828643-Reviews-Dominicus_Kerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/40/ea/c9/exterieur-kerk.jpg?w=500&h=-1&s=1,Dominicus Kerk,212.,https://www.tripadvisor.com/Attraction_Review-g188590-d12828643-Reviews-Dominicus_Kerk-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d10020577-Reviews-Amsterdam_Dance_Event-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/90/4f/9d/the-flag-ade.jpg?w=500&h=400&s=1,Amsterdam Dance Event,213.,https://www.tripadvisor.com/Attraction_Review-g188590-d10020577-Reviews-Amsterdam_Dance_Event-Amsterdam_North_Holland_Province.html#REVIEWS,Music Festivals,Centrum,,
25,https://www.tripadvisor.com/Attraction_Review-g188590-d8615958-Reviews-Wertheimpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/02/a5/90/wertheimpark.jpg?w=500&h=-1&s=1,Wertheimpark,214.,https://www.tripadvisor.com/Attraction_Review-g188590-d8615958-Reviews-Wertheimpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Centrum,,
16,https://www.tripadvisor.com/Attraction_Review-g188590-d10246461-Reviews-Huize_Frankendael-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/31/a3/d6/img-20160508-223247-largejpg.jpg?w=500&h=400&s=1,Huize Frankendael,215.,https://www.tripadvisor.com/Attraction_Review-g188590-d10246461-Reviews-Huize_Frankendael-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Amsterdam East,,
18,https://www.tripadvisor.com/Attraction_Review-g188590-d3724592-Reviews-House_with_the_Gnomes-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/fc/ec/c5/house-with-the-gnome.jpg?w=500&h=-1&s=1,House with the Gnomes,216.,https://www.tripadvisor.com/Attraction_Review-g188590-d3724592-Reviews-House_with_the_Gnomes-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,De Pijp,,
