WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7,TCGml,WlYyy 8
2,https://www.tripadvisor.com/Attraction_Review-g189400-d7119371-Reviews-Art_Gallery_Artiter_Oil_Paintings-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ac/b9/ad/artiter-oil-paintings.jpg?w=500&h=-1&s=1,Art Gallery - Artiter Oil Paintings,271.,https://www.tripadvisor.com/Attraction_Review-g189400-d7119371-Reviews-Art_Gallery_Artiter_Oil_Paintings-Athens_Attica.html#REVIEWS,Art Galleries,,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d8831145-Reviews-Avlitis_Art-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a1/d8/8c/art.jpg?w=500&h=400&s=1,Avlitis Art,272.,https://www.tripadvisor.com/Attraction_Review-g189400-d8831145-Reviews-Avlitis_Art-Athens_Attica.html#REVIEWS,Art Galleries,Psirri / Gazi,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d13748274-Reviews-Apo_Koinou-Athens_Attica.html,,Apo Koinou,273.,https://www.tripadvisor.com/Attraction_Review-g189400-d13748274-Reviews-Apo_Koinou-Athens_Attica.html#REVIEWS,Theaters,Psirri / Gazi,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3671984-Reviews-Dodecanese_Home_Museum-Athens_Attica.html,,Dodecanese Home Museum,274.,https://www.tripadvisor.com/Attraction_Review-g189400-d3671984-Reviews-Dodecanese_Home_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Sepolia,,,,,,,,,•,Temporarily closed
1,https://www.tripadvisor.com/Attraction_Review-g189400-d12150474-Reviews-ArtZone42_Gallery-Athens_Attica.html,,ArtZone42 Gallery,275.,https://www.tripadvisor.com/Attraction_Review-g189400-d12150474-Reviews-ArtZone42_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Pangrati,,,,,,,,,•,Open now
1,https://www.tripadvisor.com/Attraction_Review-g189400-d3314169-Reviews-ASFA_Library-Athens_Attica.html,,ASFA Library,276.,https://www.tripadvisor.com/Attraction_Review-g189400-d3314169-Reviews-ASFA_Library-Athens_Attica.html#REVIEWS,Libraries,,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d13354690-Reviews-Greek_Puppet_Theatre-Athens_Attica.html,,Greek Puppet Theatre,277.,https://www.tripadvisor.com/Attraction_Review-g189400-d13354690-Reviews-Greek_Puppet_Theatre-Athens_Attica.html#REVIEWS,Theaters,Patisia,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d2697222-Reviews-A_Lentakis_Foundation_of_Culture_and_Education-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/64/64/filename-4-jpg-thumbnail0.jpg?w=500&h=400&s=1,A. Lentakis Foundation of Culture and Education,278.,https://www.tripadvisor.com/Attraction_Review-g189400-d2697222-Reviews-A_Lentakis_Foundation_of_Culture_and_Education-Athens_Attica.html#REVIEWS,Libraries • Educational sites,Psirri / Gazi,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d2687999-Reviews-Institute_for_Research_on_Music_and_Acoustics-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/63/46/filename-6-jpg-thumbnail0.jpg?w=500&h=400&s=1,Institute for Research on Music and Acoustics,279.,https://www.tripadvisor.com/Attraction_Review-g189400-d2687999-Reviews-Institute_for_Research_on_Music_and_Acoustics-Athens_Attica.html#REVIEWS,Educational sites,Plaka,,,,,,,,,,
2,https://www.tripadvisor.com/Attraction_Review-g189400-d2686910-Reviews-Institute_of_Hellenic_Mills-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/64/88/filename-item-0001-jpg.jpg?w=400&h=300&s=1,Institute of Hellenic Mills,280.,https://www.tripadvisor.com/Attraction_Review-g189400-d2686910-Reviews-Institute_of_Hellenic_Mills-Athens_Attica.html#REVIEWS,Speciality Museums,Psirri / Gazi,,,,,,,,,•,Temporarily closed
1,https://www.tripadvisor.com/Attraction_Review-g189400-d13385654-Reviews-Epigraphical_Museum-Athens_Attica.html,,Epigraphical Museum,281.,https://www.tripadvisor.com/Attraction_Review-g189400-d13385654-Reviews-Epigraphical_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Exarchia,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d7225242-Reviews-Sygchrono_Theatre-Athens_Attica.html,,Sygchrono Theatre,282.,https://www.tripadvisor.com/Attraction_Review-g189400-d7225242-Reviews-Sygchrono_Theatre-Athens_Attica.html#REVIEWS,Theaters,Psirri / Gazi,,,,,,,,,,
1,https://www.tripadvisor.com/Attraction_Review-g189400-d16726044-Reviews-Platia_Themistokleous-Athens_Attica.html,,Platia Themistokleous,283.,https://www.tripadvisor.com/Attraction_Review-g189400-d16726044-Reviews-Platia_Themistokleous-Athens_Attica.html#REVIEWS,Parks,,,,,,,,,,,
3,https://www.tripadvisor.com/Attraction_Review-g189400-d20151261-Reviews-Ioannis_Makriyiannis_Statue-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/98/cc/3a/multifaceted-life.jpg?w=500&h=-1&s=1,Ioannis Makriyiannis Statue,284.,https://www.tripadvisor.com/Attraction_Review-g189400-d20151261-Reviews-Ioannis_Makriyiannis_Statue-Athens_Attica.html#REVIEWS,Monuments & Statues,,,,,,,,,,,
,https://www.tripadvisor.com/Attraction_Review-g189400-d5996765-Reviews-Geo_Routes_Cultural_Institute-Athens_Attica.html,,Geo Routes Cultural Institute,285.,,Points of Interest & Landmarks,Vathi,,,,,,,,,,
"3,405",https://www.tripadvisor.com/Attraction_Review-g189400-d1905851-Reviews-George_s_Taxi-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/4c/c6/8a/karyatis-acropolis-george.jpg?w=500&h=-1&s=1,George's Taxi,286.,https://www.tripadvisor.com/Attraction_Review-g189400-d1905851-Reviews-George_s_Taxi-Athens_Attica.html#REVIEWS,City Tours • Multi-day Tours,Open now,https://www.tripadvisor.com/Profile/honeydonthink,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,By,honeydonthink,https://www.tripadvisor.com/ShowUserReviews-g189400-d1905851-r720561375-George_s_Taxi-Athens_Attica.html,George’s Taxi made our,day trip,to Delphi smooth and comfortable with our knowledgeable and friendly driver!,,
"3,032",https://www.tripadvisor.com/Attraction_Review-g189400-d1783079-Reviews-Athens_by_Bike-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/36/10/21/good-morning-athens.jpg?w=500&h=400&s=1,Athens by Bike,287.,https://www.tripadvisor.com/Attraction_Review-g189400-d1783079-Reviews-Athens_by_Bike-Athens_Attica.html#REVIEWS,City Tours • Bike Tours,Thissio / Makriyanni,https://www.tripadvisor.com/Profile/GigHarmon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/c0/51/9a/gigharmon.jpg?w=100&h=-1&s=1,By,GigHarmon,https://www.tripadvisor.com/ShowUserReviews-g189400-d1783079-r581062635-Athens_by_Bike-Athens_Attica.html,", Kostas, was very knowledgable and informative and I would recommend taking any tour with him.",Our tour guide,,•,Open now
496,https://www.tripadvisor.com/Attraction_Review-g189400-d9846275-Reviews-My_Athens_Transfers-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/99/81/79/minivan.jpg?w=500&h=400&s=1,My Athens Transfers,288.,https://www.tripadvisor.com/Attraction_Review-g189400-d9846275-Reviews-My_Athens_Transfers-Athens_Attica.html#REVIEWS,Taxis & Shuttles • Sightseeing Tours,Psirri / Gazi,https://www.tripadvisor.com/Profile/O9053DHkatherined,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg?w=100&h=-1&s=1,By,O9053DHkatherined,https://www.tripadvisor.com/ShowUserReviews-g189400-d9846275-r820959807-My_Athens_Transfers-Athens_Attica.html,"Great trip to the airport, our",driver Tom,was the best.,•,Open now
"3,356",https://www.tripadvisor.com/Attraction_Review-g189400-d1924860-Reviews-Private_Greece_Tours-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b6/66/01/private-greece-tours.jpg?w=500&h=-1&s=1,Private Greece Tours,289.,https://www.tripadvisor.com/Attraction_Review-g189400-d1924860-Reviews-Private_Greece_Tours-Athens_Attica.html#REVIEWS,Multi-day Tours • Sightseeing Tours,,https://www.tripadvisor.com/Profile/Angelinal1n,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/3c/2e/5c/angelinal1n.jpg?w=100&h=-1&s=1,By,Angelinal1n,https://www.tripadvisor.com/ShowUserReviews-g189400-d1924860-r633966875-Private_Greece_Tours-Athens_Attica.html,We highly recommended to go with Private Greece Tours (P.G.T.) for your next trip to Greece by contacting,Nikos Loukas,.,,
512,https://www.tripadvisor.com/Attraction_Review-g189400-d13170407-Reviews-Russian_Guide_in_Athens_Ioannis_Dalianidis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/83/b1/63/caption.jpg?w=500&h=400&s=1,Russian Guide in Athens - Ioannis Dalianidis,290.,https://www.tripadvisor.com/Attraction_Review-g189400-d13170407-Reviews-Russian_Guide_in_Athens_Ioannis_Dalianidis-Athens_Attica.html#REVIEWS,City Tours • Taxis & Shuttles,Thissio / Makriyanni,https://www.tripadvisor.com/Profile/R6916YBjamesg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/7c/default-avatar-2020-29.jpg?w=100&h=-1&s=1,By,R6916YBjamesg,https://www.tripadvisor.com/ShowUserReviews-g189400-d13170407-r648051978-Russian_Guide_in_Athens_Ioannis_Dalianidis-Athens_Attica.html,They were,always on time,and helped us with some of the site seeing decisions in Athens.,•,Open now
"6,318",https://www.tripadvisor.com/Attraction_Review-g189400-d5257070-Reviews-Athens_Free_Tour-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f5/ed/08/walk-in-history-run-on.jpg?w=500&h=400&s=1,Athens Free Tour,291.,https://www.tripadvisor.com/Attraction_Review-g189400-d5257070-Reviews-Athens_Free_Tour-Athens_Attica.html#REVIEWS,City Tours • Cultural Tours,Zappeion,https://www.tripadvisor.com/Profile/anncha99,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,By,anncha99,https://www.tripadvisor.com/ShowUserReviews-g189400-d5257070-r707225233-Athens_Free_Tour-Athens_Attica.html,Vera is a,great guide,who really made us feel the Athens spirit with her stories and anecdotes about both ancient Gre...,•,Open now
"1,304",https://www.tripadvisor.com/Attraction_Review-g189400-d3190873-Reviews-Athens_Walks_Tour_Company-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/43/2e/54/athens-walks-tour-company.jpg?w=500&h=400&s=1,Athens Walks Tour Company,292.,https://www.tripadvisor.com/Attraction_Review-g189400-d3190873-Reviews-Athens_Walks_Tour_Company-Athens_Attica.html#REVIEWS,City Tours • Walking Tours,Thissio / Makriyanni,https://www.tripadvisor.com/Profile/V1675DPjohnc,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,By,V1675DPjohnc,https://www.tripadvisor.com/ShowUserReviews-g189400-d3190873-r615694356-Athens_Walks_Tour_Company-Athens_Attica.html,Thank you Eirini for a fantastic tour and your fabulous,Greek salad,!,•,Open now
440,https://www.tripadvisor.com/Attraction_Review-g189400-d7811664-Reviews-Efi_Andreadaki_Athens_Tour_Guide_in_Spanish-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/dd/76/24/visita-del-antiguo-agora.jpg?w=500&h=-1&s=1,Efi Andreadaki - Athens Tour Guide in Spanish,293.,https://www.tripadvisor.com/Attraction_Review-g189400-d7811664-Reviews-Efi_Andreadaki_Athens_Tour_Guide_in_Spanish-Athens_Attica.html#REVIEWS,Historical & Heritage Tours • Walking Tours,Zappeion,https://www.tripadvisor.com/Profile/TiaraAlmendro,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,By,TiaraAlmendro,https://www.tripadvisor.com/ShowUserReviews-g189400-d7811664-r797811338-Efi_Andreadaki_Athens_Tour_Guide_in_Spanish-Athens_Attica.html,Excellent explanation of,history,of Athens and in Spanish!,•,Open now
142,https://www.tripadvisor.com/Attraction_Review-g189400-d20053960-Reviews-DI_Transfers_Excursions_Cruise_in_Athens-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c6/4f/94/di.jpg?w=500&h=-1&s=1,DI  Transfers Excursions & Cruise  in  Athens,294.,https://www.tripadvisor.com/Attraction_Review-g189400-d20053960-Reviews-DI_Transfers_Excursions_Cruise_in_Athens-Athens_Attica.html#REVIEWS,City Tours • Walking Tours,Syntagma,,,,,,,,,•,Open now
"2,034",https://www.tripadvisor.com/Attraction_Review-g189400-d3820406-Reviews-Alternative_Athens-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/bc/69/d9/a-stroll-next-to-the.jpg?w=500&h=400&s=1,Alternative Athens,295.,https://www.tripadvisor.com/Attraction_Review-g189400-d3820406-Reviews-Alternative_Athens-Athens_Attica.html#REVIEWS,City Tours • Cultural Tours,Psirri / Gazi,https://www.tripadvisor.com/Profile/lynnk185,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,By,lynnk185,https://www.tripadvisor.com/ShowUserReviews-g189400-d3820406-r602783574-Alternative_Athens-Athens_Attica.html,Definitely recommend the Athens,street art tour,with Alternative Athens.,,
172,https://www.tripadvisor.com/Attraction_Review-g189400-d13438512-Reviews-Food_Around_Athens-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/d0/28/77/yia-mas.jpg?w=500&h=-1&s=1,Food Around Athens,296.,https://www.tripadvisor.com/Attraction_Review-g189400-d13438512-Reviews-Food_Around_Athens-Athens_Attica.html#REVIEWS,Cultural Tours • Walking Tours,Thissio,https://www.tripadvisor.com/Profile/wfholcom,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,By,wfholcom,https://www.tripadvisor.com/ShowUserReviews-g189400-d13438512-r709346020-Food_Around_Athens-Athens_Attica.html,It lasted 4 + hours and we were able to try,traditional Greek food,at locations we never would have found on our own.,•,Open now
512,https://www.tripadvisor.com/Attraction_Review-g189400-d12858625-Reviews-Olive_Sea_Travel-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/48/0b/10/getlstd-property-photo.jpg?w=500&h=400&s=1,Olive Sea Travel,297.,https://www.tripadvisor.com/Attraction_Review-g189400-d12858625-Reviews-Olive_Sea_Travel-Athens_Attica.html#REVIEWS,City Tours • Multi-day Tours,Filopappou,https://www.tripadvisor.com/Profile/Safari06874849286,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,By,Safari06874849286,https://www.tripadvisor.com/ShowUserReviews-g189400-d12858625-r735663339-Olive_Sea_Travel-Athens_Attica.html,This,private tour,was fantastic - quick pick-up at the dock so we beat the tour buses to the Acropolis and had the pl...,•,Open now
704,https://www.tripadvisor.com/Attraction_Review-g189400-d9718747-Reviews-Greeking_me-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b5/4c/5b/who-said-anafiotika-is.jpg?w=500&h=-1&s=1,Greeking.me,298.,https://www.tripadvisor.com/Attraction_Review-g189400-d9718747-Reviews-Greeking_me-Athens_Attica.html#REVIEWS,City Tours • Cultural Tours,,https://www.tripadvisor.com/Profile/Guelph_Dawn,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/77/db/73/guelph-dawn.jpg?w=100&h=-1&s=1,By,Guelph_Dawn,https://www.tripadvisor.com/ShowUserReviews-g189400-d9718747-r605220597-Greeking_me-Athens_Attica.html,Our eldest had read all the,Percy Jackson,books and it was fantastic to hear all the stories of the Gods while tourin...,,
788,https://www.tripadvisor.com/Attraction_Review-g189400-d9798835-Reviews-Michael_s_Amazing_Tours-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9d/0f/fc/parthenon.jpg?w=500&h=-1&s=1,Michael's Amazing Tours,299.,https://www.tripadvisor.com/Attraction_Review-g189400-d9798835-Reviews-Michael_s_Amazing_Tours-Athens_Attica.html#REVIEWS,Multi-day Tours • Sightseeing Tours,Thissio / Makriyanni,https://www.tripadvisor.com/Profile/smokeylover,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,By,smokeylover,https://www.tripadvisor.com/ShowUserReviews-g189400-d9798835-r617073700-Michael_s_Amazing_Tours-Athens_Attica.html,Our five,day tour,"of the Peloponnese, Delphi, and Meteora with our excellent tour guide, Giannis, was a wonderful .",•,Open now
896,https://www.tripadvisor.com/Attraction_Review-g189400-d3239740-Reviews-Athens_Limo_Tours-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c5/68/64/athenian-riviera.jpg?w=500&h=400&s=1,Athens Limo Tours,300.,https://www.tripadvisor.com/Attraction_Review-g189400-d3239740-Reviews-Athens_Limo_Tours-Athens_Attica.html#REVIEWS,Multi-day Tours • Taxis & Shuttles,Thissio / Makriyanni,https://www.tripadvisor.com/Profile/serenacsy,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,By,serenacsy,https://www.tripadvisor.com/ShowUserReviews-g189400-d3239740-r583348007-Athens_Limo_Tours-Athens_Attica.html,We have engaged Athens Limo for a,private tour,"at Athens, it was a pleasant experience with Athens Limo and the drive...",•,Open now
11,,,,,,1,10,,,,,,,,,,
