WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
38,https://www.tripadvisor.com/Attraction_Review-g187497-d1467904-Reviews-Ethnology_Museum_of_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6a/df/29/caption.jpg?w=500&h=-1&s=1,Ethnology Museum of Barcelona,314.,https://www.tripadvisor.com/Attraction_Review-g187497-d1467904-Reviews-Ethnology_Museum_of_Barcelona-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Sants-Montjuíc
37,https://www.tripadvisor.com/Attraction_Review-g187497-d2223526-Reviews-MUHBA_El_Call-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/37/b0/86/muhba-el-call.jpg?w=500&h=400&s=1,MUHBA - El Call,315.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223526-Reviews-MUHBA_El_Call-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Barrio Gòtico (Barri Gòtic)
35,https://www.tripadvisor.com/Attraction_Review-g187497-d10592815-Reviews-Bancs_Fanals-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/18/63/cd/caption.jpg?w=500&h=400&s=1,Bancs Fanals,316.,https://www.tripadvisor.com/Attraction_Review-g187497-d10592815-Reviews-Bancs_Fanals-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Gracia
48,https://www.tripadvisor.com/Attraction_Review-g187497-d3518832-Reviews-Artevistas_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e5/82/a3/getlstd-property-photo.jpg?w=500&h=-1&s=1,Artevistas Gallery,317.,https://www.tripadvisor.com/Attraction_Review-g187497-d3518832-Reviews-Artevistas_Gallery-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Barrio Gòtico (Barri Gòtic)
31,https://www.tripadvisor.com/Attraction_Review-g187497-d11773948-Reviews-FGC_Ferrocarrils_de_la_Generalitat_de_Catalunya-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8c/dd/58/ferrocarriles-de-la-generalida.jpg?w=500&h=400&s=1,FGC Ferrocarrils de la Generalitat de Catalunya,318.,https://www.tripadvisor.com/Attraction_Review-g187497-d11773948-Reviews-FGC_Ferrocarrils_de_la_Generalitat_de_Catalunya-Barcelona_Catalonia.html#REVIEWS,Public Transportation Systems,Sarrià
19,https://www.tripadvisor.com/Attraction_Review-g187497-d7002028-Reviews-La_Garrafa_dels_Beatles-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d6/76/d2/photo4jpg.jpg?w=500&h=-1&s=1,La Garrafa dels Beatles,319.,https://www.tripadvisor.com/Attraction_Review-g187497-d7002028-Reviews-La_Garrafa_dels_Beatles-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Les Corts
14,https://www.tripadvisor.com/Attraction_Review-g187497-d8685987-Reviews-Pailebot_Santa_Eulalia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a1/4f/e3/pailebot-de-santa-eulalia.jpg?w=500&h=400&s=1,Pailebot Santa Eulàlia,320.,https://www.tripadvisor.com/Attraction_Review-g187497-d8685987-Reviews-Pailebot_Santa_Eulalia-Barcelona_Catalonia.html#REVIEWS,Speciality Museums • Ships,Port Vell (Old Port)
20,https://www.tripadvisor.com/Attraction_Review-g187497-d9705588-Reviews-Capella_de_Santa_Agata-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/0b/61/0f/capella-de-santa-agata.jpg?w=500&h=400&s=1,Capella de Santa Agata,321.,https://www.tripadvisor.com/Attraction_Review-g187497-d9705588-Reviews-Capella_de_Santa_Agata-Barcelona_Catalonia.html#REVIEWS,Religious Sites • Churches & Cathedrals,Barrio Gòtico (Barri Gòtic)
40,https://www.tripadvisor.com/Attraction_Review-g187497-d10445408-Reviews-Immersion_con_tiburones_Aquarium_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/33/cb/46/el-tanque-con-rayas-y.jpg?w=500&h=-1&s=1,Immersión con tiburones Aquarium Barcelona,322.,https://www.tripadvisor.com/Attraction_Review-g187497-d10445408-Reviews-Immersion_con_tiburones_Aquarium_Barcelona-Barcelona_Catalonia.html#REVIEWS,Aquariums,Port Vell (Old Port)
14,https://www.tripadvisor.com/Attraction_Review-g187497-d8807616-Reviews-Municipal_Conservatory_of_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6a/2f/6c/caption.jpg?w=500&h=400&s=1,Municipal Conservatory of Barcelona,323.,https://www.tripadvisor.com/Attraction_Review-g187497-d8807616-Reviews-Municipal_Conservatory_of_Barcelona-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Universities & Schools,La Rambla
28,https://www.tripadvisor.com/Attraction_Review-g187497-d8692638-Reviews-Edifici_de_la_Caixa_de_Pensions-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/2a/85/ff/caption.jpg?w=500&h=400&s=1,Edifici de la Caixa de Pensions,324.,https://www.tripadvisor.com/Attraction_Review-g187497-d8692638-Reviews-Edifici_de_la_Caixa_de_Pensions-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Barrio Gòtico (Barri Gòtic)
23,https://www.tripadvisor.com/Attraction_Review-g187497-d10021405-Reviews-Mercat_de_Galvany-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8f/4a/53/caption.jpg?w=500&h=400&s=1,Mercat de Galvany,325.,https://www.tripadvisor.com/Attraction_Review-g187497-d10021405-Reviews-Mercat_de_Galvany-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Sant Gervasi-Galvany
12,https://www.tripadvisor.com/Attraction_Review-g187497-d13003921-Reviews-Parroquia_de_Sant_Miquel_del_Port-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/52/42/49/caption.jpg?w=500&h=-1&s=1,Parroquia de Sant Miquel del Port,326.,https://www.tripadvisor.com/Attraction_Review-g187497-d13003921-Reviews-Parroquia_de_Sant_Miquel_del_Port-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Religious Sites,Barceloneta
22,https://www.tripadvisor.com/Attraction_Review-g187497-d4937053-Reviews-Palau_Montaner-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7f/65/6b/palau-montaner.jpg?w=500&h=400&s=1,Palau Montaner,327.,https://www.tripadvisor.com/Attraction_Review-g187497-d4937053-Reviews-Palau_Montaner-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Eixample
16,https://www.tripadvisor.com/Attraction_Review-g187497-d14004883-Reviews-Aquitania_Teatre-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/98/78/ba/pecats-imperdonables.jpg?w=500&h=400&s=1,Aquitania Teatre,328.,https://www.tripadvisor.com/Attraction_Review-g187497-d14004883-Reviews-Aquitania_Teatre-Barcelona_Catalonia.html#REVIEWS,Theaters,Eixample
4,https://www.tripadvisor.com/Attraction_Review-g187497-d14001384-Reviews-Plaza_de_Vicenc_Martorell-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b1/67/ea/view-from-bar-kasparo.jpg?w=500&h=400&s=1,Plaza de Vicenc Martorell,329.,https://www.tripadvisor.com/Attraction_Review-g187497-d14001384-Reviews-Plaza_de_Vicenc_Martorell-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Raval
33,https://www.tripadvisor.com/Attraction_Review-g187497-d8273053-Reviews-Skating_Club-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/13/09/8e/skating-club.jpg?w=500&h=400&s=1,Skating Club,330.,https://www.tripadvisor.com/Attraction_Review-g187497-d8273053-Reviews-Skating_Club-Barcelona_Catalonia.html#REVIEWS,Sports Complexes,Eixample
1,,,,,,10,11
13,https://www.tripadvisor.com/Attraction_Review-g187497-d7349560-Reviews-Jardins_del_Palau_de_les_Heures-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5c/e2/56/carlos.jpg?w=500&h=400&s=1,Jardins del Palau de les Heures,331.,https://www.tripadvisor.com/Attraction_Review-g187497-d7349560-Reviews-Jardins_del_Palau_de_les_Heures-Barcelona_Catalonia.html#REVIEWS,Gardens,Montbau
7,https://www.tripadvisor.com/Attraction_Review-g187497-d13289877-Reviews-La_Casa_Ramos-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/54/91/1e/caption.jpg?w=500&h=-1&s=1,La Casa Ramos,332.,https://www.tripadvisor.com/Attraction_Review-g187497-d13289877-Reviews-La_Casa_Ramos-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Gracia
11,https://www.tripadvisor.com/Attraction_Review-g187497-d8321696-Reviews-Monasterio_de_Santa_Maria_de_Valldonzella-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/df/a5/31/monestir-de-santa-maria.jpg?w=500&h=400&s=1,Monasterio de Santa Maria de Valldonzella,333.,https://www.tripadvisor.com/Attraction_Review-g187497-d8321696-Reviews-Monasterio_de_Santa_Maria_de_Valldonzella-Barcelona_Catalonia.html#REVIEWS,Religious Sites,Sant Gervasi-La Bonanova
24,https://www.tripadvisor.com/Attraction_Review-g187497-d10459206-Reviews-ArticketBCN_Barcelona_Museum_Pass-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3e/55/76/articketbcn.jpg?w=500&h=400&s=1,ArticketBCN: Barcelona Museum Pass,334.,https://www.tripadvisor.com/Attraction_Review-g187497-d10459206-Reviews-ArticketBCN_Barcelona_Museum_Pass-Barcelona_Catalonia.html#REVIEWS,Speciality Museums • Art Museums,El Raval
22,https://www.tripadvisor.com/Attraction_Review-g187497-d10538430-Reviews-Parc_del_Clot-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/3b/e7/00/escultura.jpg?w=500&h=400&s=1,Parc del Clot,335.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538430-Reviews-Parc_del_Clot-Barcelona_Catalonia.html#REVIEWS,Historic Walking Areas • Parks,El Clot
20,https://www.tripadvisor.com/Attraction_Review-g187497-d8820360-Reviews-Sonar_Festival-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/b9/e2/fe/caption.jpg?w=500&h=400&s=1,Sonar Festival,336.,https://www.tripadvisor.com/Attraction_Review-g187497-d8820360-Reviews-Sonar_Festival-Barcelona_Catalonia.html#REVIEWS,Music Festivals,
13,https://www.tripadvisor.com/Attraction_Review-g187497-d8807630-Reviews-Casa_Llopis_i_Bofill-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6d/e4/ac/caption.jpg?w=500&h=400&s=1,Casa Llopis i Bofill,337.,https://www.tripadvisor.com/Attraction_Review-g187497-d8807630-Reviews-Casa_Llopis_i_Bofill-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Eixample
17,https://www.tripadvisor.com/Attraction_Review-g187497-d9986707-Reviews-Anfiteatro_Anatomico-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/21/2d/anfiteatro-anatomico.jpg?w=500&h=400&s=1,Anfiteatro Anatomico,338.,https://www.tripadvisor.com/Attraction_Review-g187497-d9986707-Reviews-Anfiteatro_Anatomico-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Universities & Schools,El Raval
23,https://www.tripadvisor.com/Attraction_Review-g187497-d8627151-Reviews-Ramon_Berenguer_III-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/06/b6/3e/great-statue.jpg?w=500&h=-1&s=1,Ramon Berenguer III,339.,https://www.tripadvisor.com/Attraction_Review-g187497-d8627151-Reviews-Ramon_Berenguer_III-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Barrio Gòtico (Barri Gòtic)
11,https://www.tripadvisor.com/Attraction_Review-g187497-d8498163-Reviews-Parc_de_la_Trinitat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b4/08/c8/parc-de-la-trinitat.jpg?w=500&h=400&s=1,Parc de la Trinitat,340.,https://www.tripadvisor.com/Attraction_Review-g187497-d8498163-Reviews-Parc_de_la_Trinitat-Barcelona_Catalonia.html#REVIEWS,Parks,Sant Andreu
33,https://www.tripadvisor.com/Attraction_Review-g187497-d240501-Reviews-Teatre_Borras-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/69/bc/12/platea-del-teatro.jpg?w=500&h=-1&s=1,Teatre Borràs,341.,https://www.tripadvisor.com/Attraction_Review-g187497-d240501-Reviews-Teatre_Borras-Barcelona_Catalonia.html#REVIEWS,Theaters,El Born / La Ribera
17,https://www.tripadvisor.com/Attraction_Review-g187497-d12622440-Reviews-Mercat_Port_Antic-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/89/e0/3a/nabidka-opravdu-velka.jpg?w=500&h=-1&s=1,Mercat Port Antic,342.,https://www.tripadvisor.com/Attraction_Review-g187497-d12622440-Reviews-Mercat_Port_Antic-Barcelona_Catalonia.html#REVIEWS,Flea & Street Markets,Port Vell (Old Port)
24,https://www.tripadvisor.com/Attraction_Review-g187497-d10264171-Reviews-Parque_de_la_Barceloneta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/35/b2/c9/caption.jpg?w=500&h=400&s=1,Parque de la Barceloneta,343.,https://www.tripadvisor.com/Attraction_Review-g187497-d10264171-Reviews-Parque_de_la_Barceloneta-Barcelona_Catalonia.html#REVIEWS,Parks,Barceloneta
16,https://www.tripadvisor.com/Attraction_Review-g187497-d11930469-Reviews-Hercules-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/90/31/be/hercules.jpg?w=500&h=400&s=1,Hercules,344.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930469-Reviews-Hercules-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
20,https://www.tripadvisor.com/Attraction_Review-g187497-d8321570-Reviews-Hibernian_Books-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/cd/1e/interior-of-bookshop.jpg?w=500&h=400&s=1,Hibernian Books,345.,https://www.tripadvisor.com/Attraction_Review-g187497-d8321570-Reviews-Hibernian_Books-Barcelona_Catalonia.html#REVIEWS,Libraries,Gracia
40,https://www.tripadvisor.com/Attraction_Review-g187497-d11810740-Reviews-Begemot_Art_Fashion_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ac/f2/03/ta-img-20170315-195518.jpg?w=500&h=-1&s=1,Begemot Art & Fashion Gallery,346.,https://www.tripadvisor.com/Attraction_Review-g187497-d11810740-Reviews-Begemot_Art_Fashion_Gallery-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
46,https://www.tripadvisor.com/Attraction_Review-g187497-d8627215-Reviews-Homenatge_Als_Castellers-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/3a/64/e1/escultura.jpg?w=500&h=400&s=1,Homenatge Als Castellers,347.,https://www.tripadvisor.com/Attraction_Review-g187497-d8627215-Reviews-Homenatge_Als_Castellers-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Barrio Gòtico (Barri Gòtic)
21,https://www.tripadvisor.com/Attraction_Review-g187497-d10065946-Reviews-Monumento_a_Roger_de_Lluria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e3/a0/f1/passeig-lluis-companys.jpg?w=400&h=300&s=1,Monumento a Roger de Lluria,348.,https://www.tripadvisor.com/Attraction_Review-g187497-d10065946-Reviews-Monumento_a_Roger_de_Lluria-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sant Pere
19,https://www.tripadvisor.com/Attraction_Review-g187497-d6727157-Reviews-Espais_Volart-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e2/ed/57/espais-volart.jpg?w=500&h=400&s=1,Espais Volart,349.,https://www.tripadvisor.com/Attraction_Review-g187497-d6727157-Reviews-Espais_Volart-Barcelona_Catalonia.html#REVIEWS,Art Museums,Eixample
13,https://www.tripadvisor.com/Attraction_Review-g187497-d10592716-Reviews-Esglesia_de_Sant_Andreu_de_Palomar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/70/0b/9e/caption.jpg?w=500&h=-1&s=1,Esglesia de Sant Andreu de Palomar,350.,https://www.tripadvisor.com/Attraction_Review-g187497-d10592716-Reviews-Esglesia_de_Sant_Andreu_de_Palomar-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sant Andreu
21,https://www.tripadvisor.com/Attraction_Review-g187497-d19455163-Reviews-Ideal_Centre_Arts_Digitals-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/1b/ec/6b/una-visita-a-la-venecia.jpg?w=500&h=400&s=1,Ideal-Centre Arts Digitals,351.,https://www.tripadvisor.com/Attraction_Review-g187497-d19455163-Reviews-Ideal_Centre_Arts_Digitals-Barcelona_Catalonia.html#REVIEWS,Speciality Museums • Art Museums,Poblenou
38,https://www.tripadvisor.com/Attraction_Review-g187497-d10209665-Reviews-Monument_al_general_Prim-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5b/46/88/caption.jpg?w=500&h=400&s=1,Monument al general Prim,352.,https://www.tripadvisor.com/Attraction_Review-g187497-d10209665-Reviews-Monument_al_general_Prim-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sant Pere
25,https://www.tripadvisor.com/Attraction_Review-g187497-d10296861-Reviews-Wallace_fountain-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/5d/6e/9b/caption.jpg?w=400&h=300&s=1,Wallace fountain,353.,https://www.tripadvisor.com/Attraction_Review-g187497-d10296861-Reviews-Wallace_fountain-Barcelona_Catalonia.html#REVIEWS,Fountains,La Rambla
22,https://www.tripadvisor.com/Attraction_Review-g187497-d8685983-Reviews-La_font_de_la_Granota-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/31/4a/e6/font-de-la-granota.jpg?w=500&h=400&s=1,La font de la Granota,354.,https://www.tripadvisor.com/Attraction_Review-g187497-d8685983-Reviews-La_font_de_la_Granota-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Fountains,Eixample
13,https://www.tripadvisor.com/Attraction_Review-g187497-d10592599-Reviews-Central_Catalana_de_Electricidad-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2c/49/07/bonito-edificio.jpg?w=500&h=-1&s=1,Central Catalana de Electricidad,355.,https://www.tripadvisor.com/Attraction_Review-g187497-d10592599-Reviews-Central_Catalana_de_Electricidad-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
8,https://www.tripadvisor.com/Attraction_Review-g187497-d14287984-Reviews-Passatge_Sert-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/74/94/c7/entrance-from-the-street.jpg?w=500&h=-1&s=1,Passatge Sert,356.,https://www.tripadvisor.com/Attraction_Review-g187497-d14287984-Reviews-Passatge_Sert-Barcelona_Catalonia.html#REVIEWS,Historic Walking Areas,El Born / La Ribera
10,https://www.tripadvisor.com/Attraction_Review-g187497-d16781808-Reviews-Palau_de_la_Balmesiana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c3/f7/21/view-from-patio-central.jpg?w=500&h=400&s=1,Palau de la Balmesiana,357.,https://www.tripadvisor.com/Attraction_Review-g187497-d16781808-Reviews-Palau_de_la_Balmesiana-Barcelona_Catalonia.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic)
13,https://www.tripadvisor.com/Attraction_Review-g187497-d2669781-Reviews-Bubbleparc-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/40/a2/f1/bubbleparc.jpg?w=500&h=-1&s=1,Bubbleparc,358.,https://www.tripadvisor.com/Attraction_Review-g187497-d2669781-Reviews-Bubbleparc-Barcelona_Catalonia.html#REVIEWS,Amusement & Theme Parks,Port Vell (Old Port)
18,https://www.tripadvisor.com/Attraction_Review-g187497-d10592702-Reviews-Font_del_Geni_Catala-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/76/da/a1/font-del-geni-catala.jpg?w=500&h=400&s=1,Font del Geni Catala,359.,https://www.tripadvisor.com/Attraction_Review-g187497-d10592702-Reviews-Font_del_Geni_Catala-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Fountains,Sant Pere
11,https://www.tripadvisor.com/Attraction_Review-g187497-d14055509-Reviews-Iglesia_Sant_Ramon_De_Penyafort-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fe/58/e5/iglesia-sant-ramon-de.jpg?w=500&h=400&s=1,Iglesia Sant Ramon De Penyafort,360.,https://www.tripadvisor.com/Attraction_Review-g187497-d14055509-Reviews-Iglesia_Sant_Ramon_De_Penyafort-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Eixample
1,,,,,,11,12
48,https://www.tripadvisor.com/Attraction_Review-g187497-d4752027-Reviews-Parque_del_Centro_de_Poblenou-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/5a/7d/fa/parque-del-centro-de.jpg?w=500&h=400&s=1,Parque del Centro de Poblenou,361.,https://www.tripadvisor.com/Attraction_Review-g187497-d4752027-Reviews-Parque_del_Centro_de_Poblenou-Barcelona_Catalonia.html#REVIEWS,Parks,Sant Martí
